in,rank,accesses,reads,writes
81448,8719,1,1,0
81449,8720,1,1,0
81450,8721,1,1,0
81451,8722,1,1,0
81452,8723,1,1,0
81453,8724,1,1,0
81454,8725,1,1,0
81455,8726,1,1,0
81456,8727,1,1,0
81457,8728,1,1,0
81458,8729,1,1,0
81459,8730,1,1,0
81460,8731,1,1,0
81461,8732,1,1,0
81462,8733,1,1,0
81463,8734,1,1,0
81480,8735,1,1,0
81364,8736,1,1,0
81365,8737,1,1,0
81366,8738,1,1,0
81367,8739,1,1,0
81368,8740,1,1,0
81369,8741,1,1,0
81370,8742,1,1,0
81371,8743,1,1,0
81372,8744,1,1,0
81373,8745,1,1,0
81374,8746,1,1,0
81375,8747,1,1,0
81376,8748,1,1,0
81377,8749,1,1,0
81378,8750,1,1,0
81379,8751,1,1,0
81318,8752,1,1,0
81319,8753,1,1,0
81320,8754,1,1,0
81321,8755,1,1,0
81322,8756,1,1,0
81323,8757,1,1,0
81324,8758,1,1,0
81325,8759,1,1,0
81326,8760,1,1,0
81327,8761,1,1,0
81328,8762,1,1,0
81329,8763,1,1,0
81330,8764,1,1,0
81331,8765,1,1,0
81332,8766,1,1,0
81333,8767,1,1,0
81351,8768,1,1,0
81352,8769,1,1,0
81353,8770,1,1,0
81354,8771,1,1,0
81355,8772,1,1,0
81356,8773,1,1,0
81357,8774,1,1,0
81358,8775,1,1,0
81359,8776,1,1,0
81360,8777,1,1,0
81361,8778,1,1,0
81362,8779,1,1,0
81363,8780,1,1,0
81306,8781,1,1,0
81307,8782,1,1,0
81308,8783,1,1,0
81309,8784,1,1,0
81310,8785,1,1,0
81311,8786,1,1,0
81312,8787,1,1,0
81313,8788,1,1,0
81314,8789,1,1,0
81315,8790,1,1,0
81385,8791,1,1,0
81386,8792,1,1,0
81387,8793,1,1,0
81388,8794,1,1,0
81389,8795,1,1,0
81390,8796,1,1,0
81391,8797,1,1,0
81392,8798,1,1,0
81393,8799,1,1,0
81394,8800,1,1,0
81395,8801,1,1,0
81396,8802,1,1,0
81397,8803,1,1,0
81398,8804,1,1,0
81399,8805,1,1,0
81380,8806,1,1,0
81381,8807,1,1,0
81382,8808,1,1,0
81300,8809,1,1,0
81301,8810,1,1,0
81302,8811,1,1,0
81303,8812,1,1,0
81304,8813,1,1,0
81305,8814,1,1,0
81466,8815,1,1,0
81467,8816,1,1,0
81468,8817,1,1,0
81469,8818,1,1,0
81470,8819,1,1,0
81471,8820,1,1,0
81472,8821,1,1,0
81473,8822,1,1,0
81474,8823,1,1,0
81475,8824,1,1,0
81476,8825,1,1,0
81477,8826,1,1,0
81478,8827,1,1,0
39773,8828,1,1,0
39774,8829,1,1,0
39775,8830,1,1,0
158636,8831,1,0,1
153555,8832,1,1,0
204103,8833,1,1,0
204104,8834,1,1,0
204381,8835,1,1,0
204382,8836,1,1,0
204383,8837,1,1,0
204384,8838,1,1,0
204385,8839,1,1,0
204386,8840,1,1,0
204387,8841,1,1,0
204388,8842,1,1,0
204389,8843,1,1,0
204390,8844,1,1,0
204391,8845,1,1,0
204392,8846,1,1,0
158638,8847,1,0,1
158639,8848,1,0,1
297483,8849,1,0,1
152861,8850,1,1,0
247161,8851,1,1,0
247166,8852,1,1,0
247036,8853,1,1,0
247037,8854,1,1,0
247038,8855,1,1,0
247039,8856,1,1,0
247040,8857,1,1,0
247041,8858,1,1,0
246858,8859,1,1,0
247004,8860,1,1,0
114872,8861,1,1,0
78918,8862,1,1,0
153286,8863,1,1,0
34726,8864,1,1,0
158647,8865,1,0,1
158648,8866,1,0,1
158649,8867,1,0,1
51964,8868,1,1,0
153232,8869,1,1,0
138964,8870,1,1,0
138994,8871,1,1,0
138995,8872,1,1,0
138996,8873,1,1,0
138997,8874,1,1,0
138971,8875,1,1,0
138972,8876,1,1,0
138973,8877,1,1,0
138974,8878,1,1,0
138975,8879,1,1,0
138976,8880,1,1,0
138977,8881,1,1,0
138978,8882,1,1,0
138979,8883,1,1,0
138980,8884,1,1,0
138981,8885,1,1,0
138982,8886,1,1,0
138983,8887,1,1,0
138984,8888,1,1,0
138985,8889,1,1,0
138986,8890,1,1,0
138969,8891,1,1,0
138970,8892,1,1,0
138965,8893,1,1,0
138966,8894,1,1,0
138967,8895,1,1,0
138968,8896,1,1,0
139340,8897,1,1,0
139192,8898,1,1,0
139193,8899,1,1,0
139194,8900,1,1,0
139195,8901,1,1,0
139196,8902,1,1,0
139197,8903,1,1,0
139198,8904,1,1,0
139199,8905,1,1,0
139200,8906,1,1,0
139201,8907,1,1,0
139202,8908,1,1,0
139203,8909,1,1,0
139204,8910,1,1,0
139205,8911,1,1,0
139206,8912,1,1,0
139207,8913,1,1,0
139358,8914,1,1,0
139359,8915,1,1,0
139360,8916,1,1,0
139361,8917,1,1,0
139362,8918,1,1,0
139363,8919,1,1,0
139364,8920,1,1,0
139365,8921,1,1,0
139366,8922,1,1,0
139367,8923,1,1,0
139368,8924,1,1,0
139341,8925,1,1,0
139342,8926,1,1,0
139343,8927,1,1,0
139344,8928,1,1,0
139345,8929,1,1,0
139346,8930,1,1,0
139347,8931,1,1,0
139348,8932,1,1,0
139349,8933,1,1,0
139350,8934,1,1,0
139351,8935,1,1,0
139352,8936,1,1,0
139353,8937,1,1,0
139354,8938,1,1,0
139355,8939,1,1,0
139356,8940,1,1,0
139525,8941,1,1,0
139526,8942,1,1,0
139527,8943,1,1,0
139528,8944,1,1,0
139175,8945,1,1,0
139176,8946,1,1,0
139177,8947,1,1,0
139178,8948,1,1,0
139179,8949,1,1,0
139180,8950,1,1,0
139181,8951,1,1,0
139182,8952,1,1,0
139183,8953,1,1,0
139184,8954,1,1,0
139185,8955,1,1,0
139187,8956,1,1,0
139188,8957,1,1,0
139189,8958,1,1,0
139190,8959,1,1,0
139191,8960,1,1,0
153205,8961,1,1,0
139208,8962,1,1,0
139209,8963,1,1,0
139210,8964,1,1,0
139211,8965,1,1,0
139212,8966,1,1,0
139213,8967,1,1,0
139214,8968,1,1,0
138993,8969,1,1,0
138990,8970,1,1,0
138991,8971,1,1,0
138992,8972,1,1,0
138987,8973,1,1,0
138988,8974,1,1,0
201026,8975,1,1,0
218218,8976,1,1,0
152548,8977,1,1,0
152150,8978,1,1,0
201025,8979,1,1,0
201027,8980,1,1,0
153164,8981,1,1,0
152477,8982,1,1,0
224680,8983,1,1,0
153669,8984,1,1,0
152471,8985,1,1,0
247332,8986,1,1,0
247333,8987,1,1,0
247334,8988,1,1,0
247336,8989,1,1,0
247337,8990,1,1,0
247338,8991,1,1,0
153304,8992,1,1,0
39110,8993,1,1,0
246316,8994,1,1,0
246379,8995,1,1,0
152765,8996,1,1,0
49778,8997,1,1,0
201021,8998,1,1,0
152704,8999,1,1,0
45748,9000,1,1,0
152233,9001,1,1,0
203406,9002,1,1,0
203407,9003,1,1,0
203408,9004,1,1,0
205514,9005,1,1,0
245218,9006,1,1,0
216843,9007,1,1,0
216844,9008,1,1,0
216845,9009,1,1,0
216846,9010,1,1,0
216837,9011,1,1,0
216838,9012,1,1,0
216839,9013,1,1,0
216840,9014,1,1,0
216841,9015,1,1,0
217114,9016,1,1,0
142512,9017,1,1,0
142581,9018,1,1,0
142611,9019,1,1,0
217034,9020,1,1,0
142429,9021,1,1,0
200892,9022,1,1,0
200841,9023,1,1,0
200890,9024,1,1,0
200909,9025,1,1,0
200889,9026,1,1,0
200908,9027,1,1,0
38943,9028,1,1,0
101434,9029,1,1,0
200856,9030,1,1,0
200868,9031,1,1,0
200907,9032,1,1,0
200928,9033,1,1,0
200873,9034,1,1,0
200875,9035,1,1,0
200912,9036,1,1,0
152222,9037,1,1,0
197816,9038,1,1,0
197817,9039,1,1,0
197818,9040,1,1,0
205873,9041,1,1,0
205874,9042,1,1,0
205875,9043,1,1,0
205876,9044,1,1,0
205877,9045,1,1,0
205912,9046,1,1,0
205913,9047,1,1,0
205914,9048,1,1,0
205915,9049,1,1,0
205916,9050,1,1,0
205909,9051,1,1,0
205910,9052,1,1,0
205911,9053,1,1,0
205939,9054,1,1,0
205940,9055,1,1,0
205941,9056,1,1,0
205942,9057,1,1,0
205943,9058,1,1,0
205961,9059,1,1,0
205962,9060,1,1,0
205963,9061,1,1,0
205964,9062,1,1,0
205965,9063,1,1,0
205967,9064,1,1,0
205968,9065,1,1,0
205969,9066,1,1,0
205970,9067,1,1,0
205971,9068,1,1,0
139168,9069,1,1,0
39086,9070,1,1,0
39087,9071,1,1,0
39088,9072,1,1,0
153106,9073,1,1,0
153115,9074,1,1,0
158661,9075,1,0,1
200641,9076,1,1,0
200616,9077,1,1,0
245431,9078,1,1,0
245432,9079,1,1,0
245433,9080,1,1,0
245434,9081,1,1,0
245435,9082,1,1,0
245436,9083,1,1,0
245697,9084,1,1,0
245698,9085,1,1,0
245699,9086,1,1,0
158665,9087,1,0,1
158666,9088,1,0,1
158667,9089,1,0,1
153129,9090,1,1,0
52937,9091,1,1,0
209592,9092,1,1,0
52938,9093,1,1,0
297472,9094,1,1,0
200582,9095,1,1,0
209589,9096,1,1,0
51215,9097,1,1,0
108314,9098,1,1,0
49538,9099,1,1,0
49541,9100,1,1,0
49542,9101,1,1,0
49543,9102,1,1,0
49544,9103,1,1,0
58490,9104,1,1,0
58494,9105,1,1,0
50753,9106,1,1,0
52370,9107,1,1,0
54476,9108,1,1,0
54477,9109,1,1,0
54478,9110,1,1,0
54479,9111,1,1,0
54537,9112,1,1,0
54539,9113,1,1,0
48626,9114,1,1,0
48627,9115,1,1,0
72483,9116,1,1,0
54545,9117,1,1,0
54546,9118,1,1,0
54547,9119,1,1,0
58497,9120,1,1,0
58498,9121,1,1,0
58499,9122,1,1,0
58492,9123,1,1,0
58493,9124,1,1,0
54863,9125,1,1,0
54864,9126,1,1,0
54865,9127,1,1,0
54866,9128,1,1,0
54867,9129,1,1,0
54868,9130,1,1,0
54869,9131,1,1,0
54870,9132,1,1,0
54871,9133,1,1,0
54872,9134,1,1,0
54873,9135,1,1,0
54874,9136,1,1,0
54875,9137,1,1,0
54876,9138,1,1,0
54877,9139,1,1,0
54878,9140,1,1,0
54879,9141,1,1,0
54880,9142,1,1,0
54881,9143,1,1,0
54882,9144,1,1,0
54883,9145,1,1,0
54884,9146,1,1,0
54885,9147,1,1,0
54886,9148,1,1,0
54887,9149,1,1,0
54888,9150,1,1,0
54889,9151,1,1,0
54890,9152,1,1,0
54891,9153,1,1,0
54892,9154,1,1,0
54895,9155,1,1,0
54896,9156,1,1,0
54897,9157,1,1,0
54898,9158,1,1,0
54899,9159,1,1,0
54900,9160,1,1,0
54901,9161,1,1,0
54902,9162,1,1,0
54903,9163,1,1,0
54904,9164,1,1,0
54905,9165,1,1,0
54906,9166,1,1,0
54907,9167,1,1,0
54908,9168,1,1,0
54909,9169,1,1,0
54910,9170,1,1,0
54911,9171,1,1,0
54921,9172,1,1,0
54922,9173,1,1,0
54923,9174,1,1,0
54924,9175,1,1,0
54925,9176,1,1,0
54926,9177,1,1,0
54927,9178,1,1,0
54928,9179,1,1,0
54929,9180,1,1,0
54930,9181,1,1,0
54931,9182,1,1,0
54932,9183,1,1,0
54933,9184,1,1,0
54936,9185,1,1,0
58509,9186,1,1,0
209603,9187,1,1,0
219796,9188,1,1,0
200583,9189,1,1,0
297503,9190,1,0,1
245443,9191,1,1,0
245444,9192,1,1,0
245445,9193,1,1,0
245446,9194,1,1,0
245447,9195,1,1,0
245448,9196,1,1,0
152508,9197,1,1,0
226902,9198,1,1,0
152512,9199,1,1,0
227057,9200,1,1,0
227058,9201,1,1,0
227059,9202,1,1,0
227060,9203,1,1,0
297235,9204,1,1,0
297264,9205,1,1,0
203760,9206,1,1,0
152433,9207,1,1,0
217247,9208,1,1,0
217248,9209,1,1,0
217249,9210,1,1,0
217250,9211,1,1,0
217251,9212,1,1,0
217252,9213,1,1,0
217253,9214,1,1,0
209188,9215,1,1,0
156064,9216,1,1,0
156061,9217,1,1,0
297513,9218,1,0,1
297515,9219,1,0,1
158677,9220,1,0,1
158678,9221,1,0,1
158679,9222,1,0,1
158680,9223,1,0,1
158681,9224,1,0,1
158682,9225,1,0,1
158683,9226,1,0,1
209590,9227,1,1,0
158684,9228,1,0,1
158685,9229,1,0,1
158686,9230,1,0,1
158687,9231,1,0,1
158688,9232,1,0,1
158689,9233,1,0,1
297517,9234,1,0,1
158690,9235,1,0,1
153212,9236,1,1,0
111504,9237,1,1,0
111505,9238,1,1,0
111506,9239,1,1,0
111507,9240,1,1,0
111508,9241,1,1,0
111489,9242,1,1,0
111490,9243,1,1,0
111491,9244,1,1,0
111492,9245,1,1,0
111493,9246,1,1,0
111494,9247,1,1,0
111495,9248,1,1,0
111496,9249,1,1,0
111497,9250,1,1,0
111498,9251,1,1,0
111499,9252,1,1,0
111500,9253,1,1,0
111501,9254,1,1,0
111502,9255,1,1,0
111482,9256,1,1,0
111483,9257,1,1,0
297509,9258,1,1,0
297543,9259,1,0,1
47580,9260,1,1,0
297545,9261,1,0,1
297252,9262,1,1,0
200524,9263,1,1,0
297014,9264,1,0,1
297549,9265,1,0,1
296990,9266,1,0,1
297551,9267,1,0,1
297553,9268,1,0,1
49713,9269,1,1,0
49715,9270,1,1,0
49717,9271,1,1,0
49718,9272,1,1,0
297557,9273,1,0,1
49703,9274,1,1,0
297559,9275,1,0,1
227275,9276,1,1,0
297055,9277,1,1,0
214736,9278,1,1,0
221434,9279,1,1,0
297567,9280,1,0,1
297285,9281,1,1,0
297570,9282,1,0,1
297576,9283,1,0,1
297578,9284,1,0,1
50514,9285,1,1,0
297579,9286,1,0,1
297582,9287,1,0,1
215891,9288,1,1,0
215892,9289,1,1,0
215893,9290,1,1,0
215878,9291,1,1,0
297587,9292,1,0,1
297588,9293,1,0,1
297589,9294,1,0,1
297590,9295,1,0,1
297591,9296,1,0,1
297593,9297,1,0,1
200522,9298,1,1,0
200637,9299,1,1,0
202179,9300,1,1,0
297301,9301,1,0,1
297303,9302,1,0,1
297304,9303,1,0,1
297305,9304,1,0,1
297306,9305,1,0,1
297598,9306,1,0,1
158692,9307,1,0,1
158693,9308,1,0,1
158694,9309,1,0,1
158695,9310,1,0,1
158696,9311,1,0,1
158697,9312,1,0,1
158698,9313,1,0,1
158700,9314,1,0,1
297603,9315,1,0,1
297605,9316,1,0,1
297609,9317,1,0,1
297611,9318,1,0,1
297613,9319,1,0,1
297615,9320,1,0,1
297617,9321,1,0,1
158704,9322,1,0,1
158705,9323,1,0,1
11,9324,1,1,0
158706,9325,1,0,1
158707,9326,1,0,1
158708,9327,1,0,1
158709,9328,1,0,1
158710,9329,1,0,1
158711,9330,1,0,1
158712,9331,1,0,1
158713,9332,1,0,1
158714,9333,1,0,1
158715,9334,1,0,1
158716,9335,1,0,1
158717,9336,1,0,1
158718,9337,1,0,1
158719,9338,1,0,1
158720,9339,1,0,1
158721,9340,1,0,1
158722,9341,1,0,1
158723,9342,1,0,1
158724,9343,1,0,1
158726,9344,1,0,1
297623,9345,1,0,1
206809,9346,1,1,0
206810,9347,1,1,0
206811,9348,1,1,0
206812,9349,1,1,0
206813,9350,1,1,0
206814,9351,1,1,0
206815,9352,1,1,0
206816,9353,1,1,0
206817,9354,1,1,0
206818,9355,1,1,0
206819,9356,1,1,0
206820,9357,1,1,0
206821,9358,1,1,0
206822,9359,1,1,0
206823,9360,1,1,0
206824,9361,1,1,0
206806,9362,1,1,0
206807,9363,1,1,0
206808,9364,1,1,0
206801,9365,1,1,0
206802,9366,1,1,0
206803,9367,1,1,0
206804,9368,1,1,0
206805,9369,1,1,0
206935,9370,1,1,0
206936,9371,1,1,0
206843,9372,1,1,0
206844,9373,1,1,0
206845,9374,1,1,0
206846,9375,1,1,0
206847,9376,1,1,0
206848,9377,1,1,0
206849,9378,1,1,0
206850,9379,1,1,0
206851,9380,1,1,0
206852,9381,1,1,0
206853,9382,1,1,0
206854,9383,1,1,0
206855,9384,1,1,0
206856,9385,1,1,0
206857,9386,1,1,0
206858,9387,1,1,0
206832,9388,1,1,0
206833,9389,1,1,0
206834,9390,1,1,0
206835,9391,1,1,0
206836,9392,1,1,0
206837,9393,1,1,0
206838,9394,1,1,0
206839,9395,1,1,0
206840,9396,1,1,0
206841,9397,1,1,0
206842,9398,1,1,0
206828,9399,1,1,0
206829,9400,1,1,0
206830,9401,1,1,0
206831,9402,1,1,0
206860,9403,1,1,0
206861,9404,1,1,0
206862,9405,1,1,0
206863,9406,1,1,0
206864,9407,1,1,0
206865,9408,1,1,0
206866,9409,1,1,0
206867,9410,1,1,0
206868,9411,1,1,0
206869,9412,1,1,0
206870,9413,1,1,0
206871,9414,1,1,0
206872,9415,1,1,0
206873,9416,1,1,0
206874,9417,1,1,0
206875,9418,1,1,0
206859,9419,1,1,0
297625,9420,1,0,1
297627,9421,1,0,1
206923,9422,1,1,0
206924,9423,1,1,0
206925,9424,1,1,0
206926,9425,1,1,0
206927,9426,1,1,0
206928,9427,1,1,0
206929,9428,1,1,0
206930,9429,1,1,0
206931,9430,1,1,0
206932,9431,1,1,0
206933,9432,1,1,0
206921,9433,1,1,0
206922,9434,1,1,0
206919,9435,1,1,0
206920,9436,1,1,0
206899,9437,1,1,0
206900,9438,1,1,0
206901,9439,1,1,0
206902,9440,1,1,0
206903,9441,1,1,0
206904,9442,1,1,0
206905,9443,1,1,0
206906,9444,1,1,0
206907,9445,1,1,0
206908,9446,1,1,0
206909,9447,1,1,0
206910,9448,1,1,0
206911,9449,1,1,0
206912,9450,1,1,0
206913,9451,1,1,0
206914,9452,1,1,0
206883,9453,1,1,0
206884,9454,1,1,0
206885,9455,1,1,0
206886,9456,1,1,0
206887,9457,1,1,0
206888,9458,1,1,0
206889,9459,1,1,0
206890,9460,1,1,0
206891,9461,1,1,0
206892,9462,1,1,0
206893,9463,1,1,0
206894,9464,1,1,0
206895,9465,1,1,0
206896,9466,1,1,0
206897,9467,1,1,0
206877,9468,1,1,0
206878,9469,1,1,0
206879,9470,1,1,0
206880,9471,1,1,0
206881,9472,1,1,0
206882,9473,1,1,0
206916,9474,1,1,0
206917,9475,1,1,0
206918,9476,1,1,0
297629,9477,1,0,1
155864,9478,1,1,0
155863,9479,1,1,0
297633,9480,1,0,1
297635,9481,1,0,1
297634,9482,1,1,0
201030,9483,1,1,0
201031,9484,1,1,0
201036,9485,1,1,0
201034,9486,1,1,0
297637,9487,1,0,1
297565,9488,1,1,0
297259,9489,1,0,1
158728,9490,1,0,1
297643,9491,1,0,1
297645,9492,1,0,1
297646,9493,1,0,1
158730,9494,1,0,1
158731,9495,1,0,1
158732,9496,1,0,1
158733,9497,1,0,1
158734,9498,1,0,1
50511,9499,1,1,0
297238,9500,1,0,1
297239,9501,1,0,1
297240,9502,1,0,1
247314,9503,1,1,0
122095,9504,1,1,0
209583,9505,1,1,0
153161,9506,1,1,0
297312,9507,1,0,1
297313,9508,1,0,1
297647,9509,1,1,0
158168,9510,1,0,1
158169,9511,1,0,1
158170,9512,1,0,1
158171,9513,1,0,1
158316,9514,1,0,1
158317,9515,1,0,1
158318,9516,1,0,1
158319,9517,1,0,1
158320,9518,1,0,1
158321,9519,1,0,1
158736,9520,1,0,1
158737,9521,1,0,1
158738,9522,1,0,1
158739,9523,1,0,1
158740,9524,1,0,1
158741,9525,1,0,1
158742,9526,1,0,1
158743,9527,1,0,1
158744,9528,1,0,1
158745,9529,1,0,1
158746,9530,1,0,1
209568,9531,1,1,0
297653,9532,1,1,0
297642,9533,1,1,0
297655,9534,1,0,1
297656,9535,1,0,1
297658,9536,1,0,1
297664,9537,1,0,1
297117,9538,1,1,0
158346,9539,1,0,1
158347,9540,1,0,1
158348,9541,1,0,1
158349,9542,1,0,1
158350,9543,1,0,1
158351,9544,1,0,1
158748,9545,1,0,1
158749,9546,1,0,1
158750,9547,1,0,1
158751,9548,1,0,1
158752,9549,1,0,1
158753,9550,1,0,1
158754,9551,1,0,1
297669,9552,1,0,1
297675,9553,1,0,1
121197,9554,1,1,0
200233,9555,1,1,0
297679,9556,1,0,1
297681,9557,1,0,1
122096,9558,1,1,0
297688,9559,1,0,1
297689,9560,1,0,1
297690,9561,1,0,1
297691,9562,1,0,1
297692,9563,1,0,1
297693,9564,1,0,1
297694,9565,1,0,1
297696,9566,1,0,1
297700,9567,1,0,1
152989,9568,1,1,0
297202,9569,1,0,1
297342,9570,1,0,1
158362,9571,1,0,1
158363,9572,1,0,1
297709,9573,1,0,1
215862,9574,1,1,0
78765,9575,1,1,0
49341,9576,1,1,0
297707,9577,1,1,0
297712,9578,1,0,1
297713,9579,1,0,1
297714,9580,1,0,1
297717,9581,1,0,1
297718,9582,1,0,1
297719,9583,1,0,1
205490,9584,1,1,0
205491,9585,1,1,0
205487,9586,1,1,0
205489,9587,1,1,0
220770,9588,1,1,0
220771,9589,1,1,0
220772,9590,1,1,0
220773,9591,1,1,0
220795,9592,1,1,0
220796,9593,1,1,0
220797,9594,1,1,0
220798,9595,1,1,0
220799,9596,1,1,0
220800,9597,1,1,0
220801,9598,1,1,0
220802,9599,1,1,0
220803,9600,1,1,0
220804,9601,1,1,0
220805,9602,1,1,0
220806,9603,1,1,0
220807,9604,1,1,0
205486,9605,1,1,0
201580,9606,1,1,0
205484,9607,1,1,0
152522,9608,1,1,0
227653,9609,1,1,0
227654,9610,1,1,0
227655,9611,1,1,0
227747,9612,1,1,0
227722,9613,1,1,0
227723,9614,1,1,0
227724,9615,1,1,0
227725,9616,1,1,0
227726,9617,1,1,0
227727,9618,1,1,0
227728,9619,1,1,0
227729,9620,1,1,0
227730,9621,1,1,0
227731,9622,1,1,0
227721,9623,1,1,0
227737,9624,1,1,0
227745,9625,1,1,0
227743,9626,1,1,0
227742,9627,1,1,0
227740,9628,1,1,0
227741,9629,1,1,0
227738,9630,1,1,0
227677,9631,1,1,0
227691,9632,1,1,0
227708,9633,1,1,0
227710,9634,1,1,0
227713,9635,1,1,0
227716,9636,1,1,0
227733,9637,1,1,0
227734,9638,1,1,0
227735,9639,1,1,0
152524,9640,1,1,0
227829,9641,1,1,0
227910,9642,1,1,0
227656,9643,1,1,0
227827,9644,1,1,0
227718,9645,1,1,0
227695,9646,1,1,0
201591,9647,1,1,0
227836,9648,1,1,0
227702,9649,1,1,0
227838,9650,1,1,0
227773,9651,1,1,0
227852,9652,1,1,0
158393,9653,1,0,1
297721,9654,1,0,1
297722,9655,1,0,1
297723,9656,1,0,1
297724,9657,1,0,1
297725,9658,1,0,1
226538,9659,1,1,0
152731,9660,1,1,0
226514,9661,1,1,0
226502,9662,1,1,0
226512,9663,1,1,0
226488,9664,1,1,0
226500,9665,1,1,0
226506,9666,1,1,0
226509,9667,1,1,0
226501,9668,1,1,0
152908,9669,1,1,0
226507,9670,1,1,0
226508,9671,1,1,0
297730,9672,1,0,1
297734,9673,1,0,1
297735,9674,1,0,1
297736,9675,1,0,1
297737,9676,1,0,1
297738,9677,1,0,1
297739,9678,1,0,1
297740,9679,1,0,1
297743,9680,1,0,1
297744,9681,1,0,1
35,9682,1,1,0
34,9683,1,1,0
153565,9684,1,1,0
153532,9685,1,1,0
35037,9686,1,1,0
48147,9687,1,1,0
48148,9688,1,1,0
86353,9689,1,1,0
86352,9690,1,1,0
152413,9691,1,1,0
155968,9692,1,1,0
156561,9693,1,1,0
35891,9694,1,1,0
35890,9695,1,1,0
297755,9696,1,0,1
95484,9697,1,1,0
95485,9698,1,1,0
95486,9699,1,1,0
95487,9700,1,1,0
95488,9701,1,1,0
95489,9702,1,1,0
95490,9703,1,1,0
95491,9704,1,1,0
95492,9705,1,1,0
95493,9706,1,1,0
95494,9707,1,1,0
95495,9708,1,1,0
95429,9709,1,1,0
95430,9710,1,1,0
95431,9711,1,1,0
95432,9712,1,1,0
95433,9713,1,1,0
95434,9714,1,1,0
95435,9715,1,1,0
95436,9716,1,1,0
95437,9717,1,1,0
95438,9718,1,1,0
95439,9719,1,1,0
95440,9720,1,1,0
297765,9721,1,0,1
297766,9722,1,0,1
297767,9723,1,0,1
297770,9724,1,0,1
158491,9725,1,0,1
132970,9726,1,1,0
152466,9727,1,1,0
297186,9728,1,1,0
244930,9729,1,1,0
153285,9730,1,1,0
153073,9731,1,1,0
245625,9732,1,1,0
245626,9733,1,1,0
245627,9734,1,1,0
245628,9735,1,1,0
245629,9736,1,1,0
245630,9737,1,1,0
245631,9738,1,1,0
245632,9739,1,1,0
245633,9740,1,1,0
245634,9741,1,1,0
245635,9742,1,1,0
245636,9743,1,1,0
153281,9744,1,1,0
149553,9745,1,1,0
149554,9746,1,1,0
152642,9747,1,1,0
45488,9748,1,1,0
45489,9749,1,1,0
45490,9750,1,1,0
45491,9751,1,1,0
45492,9752,1,1,0
45493,9753,1,1,0
45494,9754,1,1,0
45495,9755,1,1,0
45496,9756,1,1,0
45497,9757,1,1,0
45498,9758,1,1,0
45499,9759,1,1,0
149524,9760,1,1,0
149519,9761,1,1,0
149520,9762,1,1,0
149521,9763,1,1,0
149522,9764,1,1,0
149526,9765,1,1,0
153047,9766,1,1,0
150720,9767,1,1,0
45501,9768,1,1,0
149525,9769,1,1,0
153217,9770,1,1,0
28097,9771,1,1,0
28098,9772,1,1,0
152449,9773,1,1,0
209593,9774,1,1,0
84739,9775,1,1,0
84740,9776,1,1,0
84741,9777,1,1,0
84742,9778,1,1,0
84743,9779,1,1,0
84744,9780,1,1,0
84745,9781,1,1,0
84746,9782,1,1,0
84747,9783,1,1,0
84748,9784,1,1,0
84749,9785,1,1,0
84750,9786,1,1,0
84751,9787,1,1,0
84752,9788,1,1,0
84753,9789,1,1,0
84754,9790,1,1,0
84755,9791,1,1,0
84756,9792,1,1,0
84757,9793,1,1,0
297390,9794,1,0,1
297395,9795,1,0,1
297398,9796,1,0,1
245537,9797,1,1,0
245538,9798,1,1,0
245539,9799,1,1,0
245540,9800,1,1,0
245541,9801,1,1,0
245542,9802,1,1,0
245543,9803,1,1,0
245544,9804,1,1,0
245545,9805,1,1,0
245546,9806,1,1,0
245547,9807,1,1,0
245548,9808,1,1,0
245600,9809,1,1,0
245601,9810,1,1,0
245602,9811,1,1,0
245603,9812,1,1,0
245604,9813,1,1,0
245605,9814,1,1,0
245606,9815,1,1,0
245607,9816,1,1,0
245608,9817,1,1,0
245609,9818,1,1,0
245610,9819,1,1,0
245611,9820,1,1,0
297764,9821,1,0,1
209186,9822,1,1,0
208509,9823,1,1,0
153162,9824,1,1,0
234062,9825,1,1,0
234063,9826,1,1,0
234064,9827,1,1,0
234065,9828,1,1,0
100132,9829,1,1,0
99942,9830,1,1,0
99943,9831,1,1,0
99944,9832,1,1,0
99945,9833,1,1,0
99946,9834,1,1,0
99947,9835,1,1,0
99948,9836,1,1,0
99949,9837,1,1,0
99950,9838,1,1,0
99951,9839,1,1,0
99935,9840,1,1,0
99936,9841,1,1,0
99937,9842,1,1,0
99938,9843,1,1,0
99939,9844,1,1,0
99940,9845,1,1,0
99941,9846,1,1,0
99928,9847,1,1,0
99931,9848,1,1,0
99932,9849,1,1,0
99933,9850,1,1,0
99934,9851,1,1,0
99927,9852,1,1,0
99926,9853,1,1,0
152780,9854,1,1,0
100140,9855,1,1,0
100141,9856,1,1,0
100142,9857,1,1,0
100143,9858,1,1,0
100144,9859,1,1,0
100145,9860,1,1,0
100146,9861,1,1,0
100147,9862,1,1,0
100148,9863,1,1,0
100149,9864,1,1,0
100150,9865,1,1,0
100151,9866,1,1,0
100152,9867,1,1,0
100153,9868,1,1,0
100154,9869,1,1,0
297151,9870,1,1,0
297110,9871,1,1,0
152667,9872,1,1,0
250804,9873,1,1,0
250805,9874,1,1,0
250816,9875,1,1,0
240635,9876,1,1,0
297778,9877,1,0,1
297779,9878,1,0,1
297780,9879,1,0,1
297781,9880,1,0,1
297782,9881,1,0,1
297783,9882,1,0,1
297784,9883,1,0,1
