in,rank,accesses,reads,writes
122043,4714,6,6,0
226739,4715,6,6,0
84294,4716,6,6,0
121546,4717,6,6,0
121547,4718,6,6,0
121548,4719,6,6,0
121549,4720,6,6,0
121550,4721,6,6,0
121551,4722,6,6,0
121558,4723,6,6,0
121877,4724,6,6,0
121878,4725,6,6,0
121879,4726,6,6,0
121880,4727,6,6,0
121881,4728,6,6,0
121882,4729,6,6,0
121883,4730,6,6,0
121884,4731,6,6,0
121885,4732,6,6,0
121886,4733,6,6,0
121887,4734,6,6,0
121888,4735,6,6,0
121889,4736,6,6,0
121699,4737,6,6,0
121701,4738,6,6,0
121702,4739,6,6,0
121706,4740,6,6,0
121707,4741,6,6,0
121708,4742,6,6,0
121711,4743,6,6,0
121712,4744,6,6,0
121713,4745,6,6,0
121714,4746,6,6,0
121151,4747,6,6,0
121152,4748,6,6,0
121155,4749,6,6,0
121156,4750,6,6,0
121158,4751,6,6,0
121673,4752,6,6,0
121194,4753,6,6,0
121571,4754,6,6,0
121572,4755,6,6,0
121573,4756,6,6,0
121574,4757,6,6,0
121583,4758,6,6,0
121170,4759,6,6,0
121171,4760,6,6,0
121872,4761,6,6,0
121873,4762,6,6,0
121869,4763,6,6,0
121718,4764,6,6,0
121867,4765,6,6,0
121627,4766,6,6,0
121628,4767,6,6,0
121629,4768,6,6,0
121619,4769,6,6,0
121620,4770,6,6,0
121621,4771,6,6,0
121622,4772,6,6,0
121623,4773,6,6,0
121624,4774,6,6,0
121625,4775,6,6,0
121626,4776,6,6,0
229910,4777,6,6,0
229911,4778,6,6,0
229912,4779,6,6,0
229913,4780,6,6,0
229914,4781,6,6,0
120842,4782,6,6,0
120847,4783,6,6,0
121672,4784,6,6,0
213701,4785,6,0,6
214357,4786,6,0,6
214358,4787,6,0,6
214441,4788,6,0,6
216508,4789,6,0,6
216509,4790,6,0,6
216549,4791,6,0,6
216556,4792,6,0,6
216568,4793,6,0,6
216569,4794,6,0,6
50752,4795,6,6,0
50756,4796,6,6,0
214464,4797,6,0,6
214472,4798,6,0,6
216577,4799,6,1,5
216596,4800,6,0,6
214460,4801,6,1,5
216575,4802,6,1,5
0,4803,6,6,0
214657,4804,6,0,6
214670,4805,6,0,6
214671,4806,6,0,6
214673,4807,6,0,6
216604,4808,6,1,5
216613,4809,6,0,6
216619,4810,6,0,6
216620,4811,6,0,6
216623,4812,6,0,6
215504,4813,6,6,0
214865,4814,6,0,6
214870,4815,6,0,6
214874,4816,6,0,6
216632,4817,6,0,6
216654,4818,6,0,6
216655,4819,6,0,6
216656,4820,6,0,6
152697,4821,6,6,0
227800,4822,6,6,0
227700,4823,6,6,0
227778,4824,6,6,0
217382,4825,6,0,6
217389,4826,6,0,6
226740,4827,6,4,2
214908,4828,6,0,6
217402,4829,6,0,6
217412,4830,6,0,6
297749,4831,6,0,6
297750,4832,6,0,6
214921,4833,6,1,5
214935,4834,6,0,6
214943,4835,6,0,6
214944,4836,6,0,6
217416,4837,6,0,6
217430,4838,6,0,6
217431,4839,6,0,6
217432,4840,6,0,6
219230,4841,6,6,0
219313,4842,6,6,0
219274,4843,6,6,0
214962,4844,6,0,6
217457,4845,6,0,6
217459,4846,6,0,6
217460,4847,6,0,6
218883,4848,6,0,6
218884,4849,6,0,6
219619,4850,6,1,5
217486,4851,6,0,6
217487,4852,6,0,6
217496,4853,6,0,6
217488,4854,6,1,5
217526,4855,6,0,6
217527,4856,6,0,6
217528,4857,6,0,6
217529,4858,6,0,6
48140,4859,6,6,0
204450,4860,6,3,3
219630,4861,6,0,6
219672,4862,6,0,6
219625,4863,6,1,5
217579,4864,6,1,5
217699,4865,6,1,5
217713,4866,6,0,6
217718,4867,6,0,6
217721,4868,6,0,6
219632,4869,6,1,5
217724,4870,6,1,5
219708,4871,6,0,6
219856,4872,6,0,6
219860,4873,6,0,6
217751,4874,6,0,6
217758,4875,6,0,6
217760,4876,6,0,6
217761,4877,6,0,6
219889,4878,6,0,6
219891,4879,6,0,6
217794,4880,6,0,6
217795,4881,6,0,6
219909,4882,6,0,6
219924,4883,6,0,6
217833,4884,6,1,5
217840,4885,6,0,6
217841,4886,6,0,6
217842,4887,6,0,6
217843,4888,6,0,6
217844,4889,6,0,6
220300,4890,6,0,6
220305,4891,6,0,6
220372,4892,6,0,6
220373,4893,6,0,6
220374,4894,6,0,6
220375,4895,6,0,6
220376,4896,6,0,6
217863,4897,6,0,6
217867,4898,6,0,6
217868,4899,6,0,6
217870,4900,6,0,6
74045,4901,6,1,5
249148,4902,6,6,0
249157,4903,6,6,0
217885,4904,6,4,2
217899,4905,6,4,2
217886,4906,6,5,1
153765,4907,6,2,4
153691,4908,6,2,4
153700,4909,6,2,4
153703,4910,6,2,4
220741,4911,6,0,6
221099,4912,6,0,6
221102,4913,6,0,6
221103,4914,6,0,6
217945,4915,6,1,5
217947,4916,6,0,6
218128,4917,6,0,6
221109,4918,6,2,4
218297,4919,6,1,5
201581,4920,5,5,0
202714,4921,5,0,5
202715,4922,5,0,5
202717,4923,5,0,5
202719,4924,5,0,5
49635,4925,5,5,0
262187,4926,5,5,0
262188,4927,5,5,0
262189,4928,5,5,0
262190,4929,5,5,0
262191,4930,5,5,0
262192,4931,5,5,0
262156,4932,5,5,0
262157,4933,5,5,0
262158,4934,5,5,0
262161,4935,5,5,0
262162,4936,5,5,0
262163,4937,5,5,0
262164,4938,5,5,0
262165,4939,5,5,0
262166,4940,5,5,0
262167,4941,5,5,0
262168,4942,5,5,0
262169,4943,5,5,0
262170,4944,5,5,0
262171,4945,5,5,0
262173,4946,5,5,0
262174,4947,5,5,0
262145,4948,5,5,0
262146,4949,5,5,0
262147,4950,5,5,0
262148,4951,5,5,0
262149,4952,5,5,0
262150,4953,5,5,0
262151,4954,5,5,0
262152,4955,5,5,0
262153,4956,5,5,0
262154,4957,5,5,0
262155,4958,5,5,0
262137,4959,5,5,0
262138,4960,5,5,0
262139,4961,5,5,0
262123,4962,5,5,0
262120,4963,5,5,0
262121,4964,5,5,0
262122,4965,5,5,0
158338,4966,5,0,5
158339,4967,5,0,5
158352,4968,5,0,5
152529,4969,5,5,0
207120,4970,5,0,5
207121,4971,5,0,5
207122,4972,5,0,5
207123,4973,5,0,5
247252,4974,5,5,0
247261,4975,5,5,0
246734,4976,5,5,0
158368,4977,5,0,5
247279,4978,5,5,0
247280,4979,5,5,0
247290,4980,5,5,0
143104,4981,5,5,0
143109,4982,5,5,0
40223,4983,5,5,0
240541,4984,5,5,0
202720,4985,5,0,5
202721,4986,5,0,5
202723,4987,5,0,5
202725,4988,5,0,5
153148,4989,5,5,0
153321,4990,5,5,0
153312,4991,5,5,0
153155,4992,5,5,0
49633,4993,5,5,0
49634,4994,5,5,0
221598,4995,5,5,0
231938,4996,5,5,0
281348,4997,5,5,0
207127,4998,5,1,4
49637,4999,5,5,0
208373,5000,5,5,0
208374,5001,5,5,0
208375,5002,5,5,0
208376,5003,5,5,0
208377,5004,5,5,0
208378,5005,5,5,0
208379,5006,5,5,0
208380,5007,5,5,0
208381,5008,5,5,0
208382,5009,5,5,0
208383,5010,5,5,0
208384,5011,5,5,0
112509,5012,5,5,0
112510,5013,5,5,0
112511,5014,5,5,0
112512,5015,5,5,0
112513,5016,5,5,0
112514,5017,5,5,0
112515,5018,5,5,0
112516,5019,5,5,0
112517,5020,5,5,0
84770,5021,5,1,4
202669,5022,5,0,5
208629,5023,5,0,5
202749,5024,5,0,5
202750,5025,5,0,5
202751,5026,5,0,5
50524,5027,5,5,0
50525,5028,5,5,0
50526,5029,5,5,0
50527,5030,5,5,0
220516,5031,5,5,0
297327,5032,5,4,1
204057,5033,5,0,5
208652,5034,5,0,5
208653,5035,5,0,5
208654,5036,5,0,5
208655,5037,5,0,5
208658,5038,5,0,5
208659,5039,5,0,5
208660,5040,5,0,5
208662,5041,5,0,5
204074,5042,5,0,5
204078,5043,5,0,5
204079,5044,5,0,5
204080,5045,5,0,5
204081,5046,5,0,5
204084,5047,5,0,5
152223,5048,5,5,0
208691,5049,5,0,5
220786,5050,5,5,0
220787,5051,5,5,0
220788,5052,5,5,0
220789,5053,5,5,0
204422,5054,5,0,5
153760,5055,5,3,2
153024,5056,5,5,0
108330,5057,5,5,0
208693,5058,5,0,5
208694,5059,5,0,5
208695,5060,5,0,5
152481,5061,5,5,0
158446,5062,5,0,5
158447,5063,5,0,5
158452,5064,5,0,5
218837,5065,5,5,0
204425,5066,5,0,5
204426,5067,5,0,5
204427,5068,5,0,5
204428,5069,5,0,5
199849,5070,5,5,0
204448,5071,5,0,5
199822,5072,5,5,0
199830,5073,5,5,0
199832,5074,5,5,0
247325,5075,5,5,0
247313,5076,5,5,0
208728,5077,5,0,5
208731,5078,5,0,5
158478,5079,5,0,5
158479,5080,5,0,5
158480,5081,5,0,5
208738,5082,5,0,5
204454,5083,5,2,3
204465,5084,5,0,5
209557,5085,5,5,0
209558,5086,5,5,0
204467,5087,5,0,5
208746,5088,5,0,5
208748,5089,5,0,5
208750,5090,5,0,5
208751,5091,5,0,5
208754,5092,5,0,5
220686,5093,5,5,0
153796,5094,5,4,1
297203,5095,5,3,2
297229,5096,5,3,2
297343,5097,5,3,2
297345,5098,5,3,2
297349,5099,5,3,2
204480,5100,5,0,5
297292,5101,5,5,0
209328,5102,5,0,5
97362,5103,5,5,0
97363,5104,5,5,0
97364,5105,5,5,0
97365,5106,5,5,0
97366,5107,5,5,0
97367,5108,5,5,0
97368,5109,5,5,0
97369,5110,5,5,0
97370,5111,5,5,0
97371,5112,5,5,0
97372,5113,5,5,0
97373,5114,5,5,0
97374,5115,5,5,0
97375,5116,5,5,0
97376,5117,5,5,0
97377,5118,5,5,0
97262,5119,5,5,0
97263,5120,5,5,0
97264,5121,5,5,0
97265,5122,5,5,0
97266,5123,5,5,0
97267,5124,5,5,0
97268,5125,5,5,0
97269,5126,5,5,0
97270,5127,5,5,0
97271,5128,5,5,0
97272,5129,5,5,0
97273,5130,5,5,0
97274,5131,5,5,0
97275,5132,5,5,0
97276,5133,5,5,0
97277,5134,5,5,0
97279,5135,5,5,0
97280,5136,5,5,0
97281,5137,5,5,0
97282,5138,5,5,0
97283,5139,5,5,0
97284,5140,5,5,0
97285,5141,5,5,0
97286,5142,5,5,0
97287,5143,5,5,0
97288,5144,5,5,0
97289,5145,5,5,0
97290,5146,5,5,0
97291,5147,5,5,0
97292,5148,5,5,0
97293,5149,5,5,0
97249,5150,5,5,0
97250,5151,5,5,0
97251,5152,5,5,0
97252,5153,5,5,0
97253,5154,5,5,0
97254,5155,5,5,0
97255,5156,5,5,0
97257,5157,5,5,0
97258,5158,5,5,0
97259,5159,5,5,0
97260,5160,5,5,0
97338,5161,5,5,0
97339,5162,5,5,0
97340,5163,5,5,0
97341,5164,5,5,0
97342,5165,5,5,0
97343,5166,5,5,0
97344,5167,5,5,0
97345,5168,5,5,0
97346,5169,5,5,0
97347,5170,5,5,0
97348,5171,5,5,0
97349,5172,5,5,0
97350,5173,5,5,0
97351,5174,5,5,0
97352,5175,5,5,0
97353,5176,5,5,0
97305,5177,5,5,0
97306,5178,5,5,0
97307,5179,5,5,0
97308,5180,5,5,0
97309,5181,5,5,0
97310,5182,5,5,0
97311,5183,5,5,0
97312,5184,5,5,0
97313,5185,5,5,0
97314,5186,5,5,0
97315,5187,5,5,0
97316,5188,5,5,0
97317,5189,5,5,0
97318,5190,5,5,0
97319,5191,5,5,0
97320,5192,5,5,0
97237,5193,5,5,0
97238,5194,5,5,0
97239,5195,5,5,0
97240,5196,5,5,0
97241,5197,5,5,0
97242,5198,5,5,0
97243,5199,5,5,0
97244,5200,5,5,0
97245,5201,5,5,0
97246,5202,5,5,0
97247,5203,5,5,0
97236,5204,5,5,0
97361,5205,5,5,0
97235,5206,5,5,0
97278,5207,5,5,0
97357,5208,5,5,0
97358,5209,5,5,0
97359,5210,5,5,0
97360,5211,5,5,0
97356,5212,5,5,0
97355,5213,5,5,0
297381,5214,5,3,2
218483,5215,5,5,0
218485,5216,5,5,0
204507,5217,5,0,5
204509,5218,5,0,5
204511,5219,5,0,5
209332,5220,5,0,5
209334,5221,5,0,5
209336,5222,5,0,5
209338,5223,5,0,5
209341,5224,5,0,5
209342,5225,5,0,5
209343,5226,5,0,5
209344,5227,5,0,5
158586,5228,5,0,5
249788,5229,5,5,0
209348,5230,5,0,5
209349,5231,5,0,5
209369,5232,5,0,5
209370,5233,5,0,5
209391,5234,5,0,5
200239,5235,5,5,0
297287,5236,5,5,0
221452,5237,5,5,0
221453,5238,5,5,0
221454,5239,5,5,0
297473,5240,5,3,2
209185,5241,5,5,0
209432,5242,5,0,5
209436,5243,5,0,5
209437,5244,5,0,5
209438,5245,5,0,5
247159,5246,5,5,0
209457,5247,5,0,5
204557,5248,5,0,5
204561,5249,5,0,5
205976,5250,5,5,0
218234,5251,5,5,0
152280,5252,5,5,0
220471,5253,5,5,0
209647,5254,5,1,4
209649,5255,5,0,5
209651,5256,5,0,5
216819,5257,5,5,0
216804,5258,5,5,0
216805,5259,5,5,0
212118,5260,5,0,5
212120,5261,5,0,5
158672,5262,5,0,5
220569,5263,5,4,1
220524,5264,5,4,1
209680,5265,5,0,5
210193,5266,5,0,5
297476,5267,5,4,1
220777,5268,5,5,0
221422,5269,5,5,0
209585,5270,5,5,0
199343,5271,5,5,0
199344,5272,5,5,0
199342,5273,5,5,0
297499,5274,5,4,1
297500,5275,5,4,1
212160,5276,5,0,5
212162,5277,5,0,5
152603,5278,5,5,0
209072,5279,5,5,0
209073,5280,5,5,0
209074,5281,5,5,0
210195,5282,5,0,5
210197,5283,5,0,5
210198,5284,5,0,5
210199,5285,5,0,5
213177,5286,5,0,5
212165,5287,5,0,5
212167,5288,5,0,5
212168,5289,5,0,5
212169,5290,5,0,5
212170,5291,5,0,5
297530,5292,5,3,2
297531,5293,5,3,2
297532,5294,5,3,2
297534,5295,5,3,2
297535,5296,5,3,2
227425,5297,5,5,0
227426,5298,5,5,0
209191,5299,5,5,0
213455,5300,5,0,5
212179,5301,5,0,5
213460,5302,5,0,5
213462,5303,5,0,5
297573,5304,5,3,2
74346,5305,5,5,0
152134,5306,5,5,0
153068,5307,5,5,0
153132,5308,5,5,0
153103,5309,5,5,0
227405,5310,5,5,0
227406,5311,5,5,0
152424,5312,5,5,0
153186,5313,5,5,0
152666,5314,5,5,0
152747,5315,5,5,0
50451,5316,5,5,0
50473,5317,5,5,0
50479,5318,5,5,0
208493,5319,5,5,0
208501,5320,5,5,0
208503,5321,5,5,0
50485,5322,5,5,0
50509,5323,5,5,0
50510,5324,5,5,0
50508,5325,5,5,0
212222,5326,5,0,5
212230,5327,5,0,5
216271,5328,5,0,5
216279,5329,5,0,5
216811,5330,5,5,0
216815,5331,5,5,0
227389,5332,5,5,0
227390,5333,5,5,0
76256,5334,5,5,0
213484,5335,5,0,5
213485,5336,5,0,5
213487,5337,5,0,5
213488,5338,5,0,5
213489,5339,5,0,5
227294,5340,5,5,0
213490,5341,5,0,5
227295,5342,5,5,0
200916,5343,5,5,0
200917,5344,5,5,0
200918,5345,5,5,0
200919,5346,5,5,0
200920,5347,5,5,0
200921,5348,5,5,0
200922,5349,5,5,0
200923,5350,5,5,0
200924,5351,5,5,0
200925,5352,5,5,0
216370,5353,5,0,5
155856,5354,5,5,0
297641,5355,5,4,1
227296,5356,5,5,0
216295,5357,5,0,5
216381,5358,5,0,5
216382,5359,5,0,5
216384,5360,5,0,5
297237,5361,5,4,1
213679,5362,5,0,5
216387,5363,5,0,5
216390,5364,5,0,5
226735,5365,5,4,1
213680,5366,5,0,5
121545,5367,5,5,0
121552,5368,5,5,0
121553,5369,5,5,0
121554,5370,5,5,0
121555,5371,5,5,0
121636,5372,5,5,0
121637,5373,5,5,0
121638,5374,5,5,0
121639,5375,5,5,0
121640,5376,5,5,0
121641,5377,5,5,0
121642,5378,5,5,0
121643,5379,5,5,0
121644,5380,5,5,0
121645,5381,5,5,0
121646,5382,5,5,0
121647,5383,5,5,0
121648,5384,5,5,0
121649,5385,5,5,0
121650,5386,5,5,0
121894,5387,5,5,0
121896,5388,5,5,0
121897,5389,5,5,0
121898,5390,5,5,0
121899,5391,5,5,0
121900,5392,5,5,0
121901,5393,5,5,0
121903,5394,5,5,0
121904,5395,5,5,0
121905,5396,5,5,0
121907,5397,5,5,0
121909,5398,5,5,0
121659,5399,5,5,0
121661,5400,5,5,0
121667,5401,5,5,0
121668,5402,5,5,0
121669,5403,5,5,0
121651,5404,5,5,0
121652,5405,5,5,0
121653,5406,5,5,0
121654,5407,5,5,0
121655,5408,5,5,0
121656,5409,5,5,0
121657,5410,5,5,0
121598,5411,5,5,0
121599,5412,5,5,0
121600,5413,5,5,0
121601,5414,5,5,0
121602,5415,5,5,0
121603,5416,5,5,0
121604,5417,5,5,0
121605,5418,5,5,0
121606,5419,5,5,0
121607,5420,5,5,0
121608,5421,5,5,0
121609,5422,5,5,0
121610,5423,5,5,0
121611,5424,5,5,0
121612,5425,5,5,0
121893,5426,5,5,0
121683,5427,5,5,0
121685,5428,5,5,0
121686,5429,5,5,0
121687,5430,5,5,0
121688,5431,5,5,0
121689,5432,5,5,0
121690,5433,5,5,0
121691,5434,5,5,0
121692,5435,5,5,0
121693,5436,5,5,0
121694,5437,5,5,0
121695,5438,5,5,0
121696,5439,5,5,0
121697,5440,5,5,0
121890,5441,5,5,0
121891,5442,5,5,0
121681,5443,5,5,0
121703,5444,5,5,0
121704,5445,5,5,0
121705,5446,5,5,0
121710,5447,5,5,0
121153,5448,5,5,0
121154,5449,5,5,0
121157,5450,5,5,0
121912,5451,5,5,0
121913,5452,5,5,0
121914,5453,5,5,0
121915,5454,5,5,0
121676,5455,5,5,0
121677,5456,5,5,0
121678,5457,5,5,0
121679,5458,5,5,0
121674,5459,5,5,0
121193,5460,5,5,0
121196,5461,5,5,0
121575,5462,5,5,0
121576,5463,5,5,0
121577,5464,5,5,0
121578,5465,5,5,0
121579,5466,5,5,0
121581,5467,5,5,0
121582,5468,5,5,0
121172,5469,5,5,0
121173,5470,5,5,0
121174,5471,5,5,0
121175,5472,5,5,0
121183,5473,5,5,0
121187,5474,5,5,0
121188,5475,5,5,0
121189,5476,5,5,0
121190,5477,5,5,0
121191,5478,5,5,0
121192,5479,5,5,0
121911,5480,5,5,0
121870,5481,5,5,0
121871,5482,5,5,0
121169,5483,5,5,0
121719,5484,5,5,0
121720,5485,5,5,0
121721,5486,5,5,0
121722,5487,5,5,0
121723,5488,5,5,0
121724,5489,5,5,0
121716,5490,5,5,0
121717,5491,5,5,0
121698,5492,5,5,0
121630,5493,5,5,0
121631,5494,5,5,0
121632,5495,5,5,0
121633,5496,5,5,0
121613,5497,5,5,0
121614,5498,5,5,0
121615,5499,5,5,0
121616,5500,5,5,0
121617,5501,5,5,0
121618,5502,5,5,0
153169,5503,5,5,0
84326,5504,5,5,0
84327,5505,5,5,0
84328,5506,5,5,0
120832,5507,5,5,0
120835,5508,5,5,0
120836,5509,5,5,0
120837,5510,5,5,0
120838,5511,5,5,0
120839,5512,5,5,0
120840,5513,5,5,0
120841,5514,5,5,0
120848,5515,5,5,0
120849,5516,5,5,0
121670,5517,5,5,0
121561,5518,5,5,0
121562,5519,5,5,0
121563,5520,5,5,0
121564,5521,5,5,0
121565,5522,5,5,0
121566,5523,5,5,0
121567,5524,5,5,0
121568,5525,5,5,0
121569,5526,5,5,0
121570,5527,5,5,0
121715,5528,5,5,0
213686,5529,5,0,5
213687,5530,5,0,5
213688,5531,5,0,5
213689,5532,5,0,5
216500,5533,5,0,5
216501,5534,5,0,5
297674,5535,5,4,1
216571,5536,5,0,5
216572,5537,5,0,5
214445,5538,5,0,5
214446,5539,5,0,5
214447,5540,5,0,5
297685,5541,5,4,1
297699,5542,5,3,2
216597,5543,5,0,5
216599,5544,5,0,5
216600,5545,5,0,5
216601,5546,5,0,5
214662,5547,5,0,5
214666,5548,5,0,5
214855,5549,5,0,5
214856,5550,5,0,5
199861,5551,5,5,0
216624,5552,5,0,5
216628,5553,5,0,5
227687,5554,5,5,0
227871,5555,5,5,0
216767,5556,5,1,4
216769,5557,5,0,5
216770,5558,5,0,5
216771,5559,5,0,5
216773,5560,5,0,5
217370,5561,5,0,5
217371,5562,5,0,5
297751,5563,5,0,5
297752,5564,5,0,5
297753,5565,5,0,5
214920,5566,5,0,5
214923,5567,5,0,5
214924,5568,5,0,5
234079,5569,5,5,0
234080,5570,5,5,0
234081,5571,5,5,0
234082,5572,5,5,0
234083,5573,5,5,0
219249,5574,5,5,0
27,5575,5,5,0
152076,5576,5,0,5
214957,5577,5,0,5
245472,5578,5,5,0
214967,5579,5,0,5
217463,5580,5,0,5
217464,5581,5,0,5
218877,5582,5,0,5
217531,5583,5,0,5
219622,5584,5,0,5
219623,5585,5,0,5
217719,5586,5,0,5
132969,5587,5,5,0
73995,5588,5,5,0
219675,5589,5,0,5
219677,5590,5,0,5
219685,5591,5,0,5
219699,5592,5,0,5
219702,5593,5,1,4
219703,5594,5,0,5
217722,5595,5,0,5
217723,5596,5,0,5
217733,5597,5,0,5
217736,5598,5,0,5
217739,5599,5,0,5
217740,5600,5,0,5
149392,5601,5,5,0
149393,5602,5,5,0
217763,5603,5,0,5
217764,5604,5,0,5
217765,5605,5,0,5
217771,5606,5,0,5
217773,5607,5,0,5
217774,5608,5,0,5
219869,5609,5,0,5
219870,5610,5,0,5
219880,5611,5,1,4
217797,5612,5,0,5
217785,5613,5,0,5
219892,5614,5,0,5
219898,5615,5,0,5
217799,5616,5,0,5
217800,5617,5,0,5
217801,5618,5,0,5
219903,5619,5,0,5
219905,5620,5,0,5
219921,5621,5,0,5
219922,5622,5,0,5
217837,5623,5,0,5
220293,5624,5,0,5
217848,5625,5,0,5
28809,5626,5,1,4
249144,5627,5,5,0
249145,5628,5,5,0
249146,5629,5,5,0
220377,5630,5,0,5
217900,5631,5,3,2
218289,5632,5,0,5
221104,5633,5,0,5
221106,5634,5,1,4
221108,5635,5,1,4
221154,5636,5,0,5
202711,5637,4,1,3
202712,5638,4,0,4
262130,5639,4,4,0
262131,5640,4,4,0
262132,5641,4,4,0
262133,5642,4,4,0
262134,5643,4,4,0
262135,5644,4,4,0
262136,5645,4,4,0
262196,5646,4,4,0
262197,5647,4,4,0
262198,5648,4,4,0
207117,5649,4,0,4
207118,5650,4,0,4
207119,5651,4,0,4
158340,5652,4,0,4
158341,5653,4,0,4
247249,5654,4,4,0
247259,5655,4,4,0
247186,5656,4,4,0
247171,5657,4,4,0
158366,5658,4,0,4
158369,5659,4,0,4
247240,5660,4,4,0
247273,5661,4,4,0
247275,5662,4,4,0
247292,5663,4,4,0
247293,5664,4,4,0
247224,5665,4,4,0
143107,5666,4,4,0
143108,5667,4,4,0
143110,5668,4,4,0
143116,5669,4,4,0
240687,5670,4,4,0
240578,5671,4,4,0
40221,5672,4,4,0
114121,5673,4,4,0
240554,5674,4,4,0
208625,5675,4,0,4
153429,5676,4,4,0
123590,5677,4,2,2
240606,5678,4,4,0
152178,5679,4,4,0
225964,5680,4,4,0
216817,5681,4,4,0
152031,5682,4,2,2
84772,5683,4,1,3
152829,5684,4,4,0
208630,5685,4,0,4
209402,5686,4,4,0
209403,5687,4,4,0
209404,5688,4,4,0
209405,5689,4,4,0
209406,5690,4,4,0
209407,5691,4,4,0
209408,5692,4,4,0
209409,5693,4,4,0
209410,5694,4,4,0
209411,5695,4,4,0
209412,5696,4,4,0
209413,5697,4,4,0
209414,5698,4,4,0
209415,5699,4,4,0
209416,5700,4,4,0
209417,5701,4,4,0
52935,5702,4,4,0
205495,5703,4,4,0
205496,5704,4,4,0
205493,5705,4,4,0
205494,5706,4,4,0
205492,5707,4,4,0
297332,5708,4,3,1
205498,5709,4,4,0
158402,5710,4,0,4
208656,5711,4,0,4
152475,5712,4,2,2
158408,5713,4,0,4
208665,5714,4,1,3
158414,5715,4,0,4
158415,5716,4,0,4
158422,5717,4,0,4
158424,5718,4,0,4
150725,5719,4,4,0
150726,5720,4,4,0
150727,5721,4,4,0
218957,5722,4,4,0
248097,5723,4,2,2
228469,5724,4,2,2
158430,5725,4,0,4
158438,5726,4,0,4
158440,5727,4,0,4
158442,5728,4,0,4
158443,5729,4,0,4
208849,5730,4,4,0
108321,5731,4,4,0
51194,5732,4,4,0
108295,5733,4,4,0
44977,5734,4,4,0
44978,5735,4,4,0
44979,5736,4,4,0
44980,5737,4,4,0
44981,5738,4,4,0
44982,5739,4,4,0
44983,5740,4,4,0
45237,5741,4,4,0
199011,5742,4,2,2
158453,5743,4,0,4
158454,5744,4,0,4
158456,5745,4,0,4
217558,5746,4,4,0
217562,5747,4,4,0
217563,5748,4,4,0
217564,5749,4,4,0
213917,5750,4,4,0
199820,5751,4,4,0
199821,5752,4,4,0
199823,5753,4,4,0
199824,5754,4,4,0
199825,5755,4,4,0
199826,5756,4,4,0
199827,5757,4,4,0
199828,5758,4,4,0
199829,5759,4,4,0
199831,5760,4,4,0
199834,5761,4,4,0
199839,5762,4,4,0
199844,5763,4,4,0
199845,5764,4,4,0
199847,5765,4,4,0
199848,5766,4,4,0
199852,5767,4,4,0
199853,5768,4,4,0
199837,5769,4,4,0
288518,5770,4,4,0
199855,5771,4,4,0
158470,5772,4,0,4
158472,5773,4,0,4
158474,5774,4,0,4
158476,5775,4,0,4
158481,5776,4,0,4
158482,5777,4,0,4
296393,5778,4,4,0
296377,5779,4,4,0
296378,5780,4,4,0
296379,5781,4,4,0
296380,5782,4,4,0
296381,5783,4,4,0
296382,5784,4,4,0
296383,5785,4,4,0
296384,5786,4,4,0
296385,5787,4,4,0
296386,5788,4,4,0
296387,5789,4,4,0
296388,5790,4,4,0
296389,5791,4,4,0
296390,5792,4,4,0
296391,5793,4,4,0
296392,5794,4,4,0
296363,5795,4,4,0
296364,5796,4,4,0
296365,5797,4,4,0
296366,5798,4,4,0
296367,5799,4,4,0
296368,5800,4,4,0
296369,5801,4,4,0
296370,5802,4,4,0
296371,5803,4,4,0
296372,5804,4,4,0
296373,5805,4,4,0
296374,5806,4,4,0
296375,5807,4,4,0
152161,5808,4,4,0
218497,5809,4,4,0
218498,5810,4,4,0
158490,5811,4,0,4
208745,5812,4,1,3
158508,5813,4,0,4
158510,5814,4,0,4
297255,5815,4,2,2
297257,5816,4,1,3
297344,5817,4,2,2
205540,5818,4,4,0
204481,5819,4,1,3
158522,5820,4,0,4
158524,5821,4,0,4
213825,5822,4,4,0
213826,5823,4,4,0
213827,5824,4,4,0
213828,5825,4,4,0
213829,5826,4,4,0
213830,5827,4,4,0
297365,5828,4,3,1
297368,5829,4,2,2
297375,5830,4,2,2
97294,5831,4,4,0
297379,5832,4,2,2
297380,5833,4,3,1
158562,5834,4,0,4
49700,5835,4,4,0
209339,5836,4,0,4
158598,5837,4,0,4
158599,5838,4,0,4
209346,5839,4,0,4
209371,5840,4,0,4
209427,5841,4,0,4
200240,5842,4,4,0
200241,5843,4,4,0
200243,5844,4,4,0
200236,5845,4,4,0
152183,5846,4,4,0
204518,5847,4,1,3
205241,5848,4,4,0
47578,5849,4,4,0
47579,5850,4,4,0
209217,5851,4,4,0
209218,5852,4,4,0
209219,5853,4,4,0
297413,5854,4,3,1
297414,5855,4,3,1
297466,5856,4,3,1
126310,5857,4,0,4
240638,5858,4,4,0
221431,5859,4,4,0
221432,5860,4,4,0
221429,5861,4,4,0
221455,5862,4,4,0
221456,5863,4,4,0
221450,5864,4,4,0
158616,5865,4,0,4
158626,5866,4,0,4
297479,5867,4,2,2
203778,5868,4,4,0
203779,5869,4,4,0
203780,5870,4,4,0
220452,5871,4,4,0
158640,5872,4,0,4
158641,5873,4,0,4
158642,5874,4,0,4
209439,5875,4,0,4
212117,5876,4,0,4
139167,5877,4,4,0
208827,5878,4,4,0
