in,per_rank,accesses,reads,writes
152471,90,1,1,0
247332,90,1,1,0
247333,90,1,1,0
247334,90,1,1,0
247336,90,1,1,0
247337,90,1,1,0
247338,90,1,1,0
153304,90,1,1,0
39110,90,1,1,0
246316,90,1,1,0
246379,90,1,1,0
152765,90,1,1,0
49778,90,1,1,0
201021,90,1,1,0
152704,90,1,1,0
45748,91,1,1,0
152233,91,1,1,0
203406,91,1,1,0
203407,91,1,1,0
203408,91,1,1,0
205514,91,1,1,0
245218,91,1,1,0
216843,91,1,1,0
216844,91,1,1,0
216845,91,1,1,0
216846,91,1,1,0
216837,91,1,1,0
216838,91,1,1,0
216839,91,1,1,0
216840,91,1,1,0
216841,91,1,1,0
217114,91,1,1,0
142512,91,1,1,0
142581,91,1,1,0
142611,91,1,1,0
217034,91,1,1,0
142429,91,1,1,0
200892,91,1,1,0
200841,91,1,1,0
200890,91,1,1,0
200909,91,1,1,0
200889,91,1,1,0
200908,91,1,1,0
38943,91,1,1,0
101434,91,1,1,0
200856,91,1,1,0
200868,91,1,1,0
200907,91,1,1,0
200928,91,1,1,0
200873,91,1,1,0
200875,91,1,1,0
200912,91,1,1,0
152222,91,1,1,0
197816,91,1,1,0
197817,91,1,1,0
197818,91,1,1,0
205873,91,1,1,0
205874,91,1,1,0
205875,91,1,1,0
205876,91,1,1,0
205877,91,1,1,0
205912,91,1,1,0
205913,91,1,1,0
205914,91,1,1,0
205915,91,1,1,0
205916,91,1,1,0
205909,91,1,1,0
205910,91,1,1,0
205911,91,1,1,0
205939,91,1,1,0
205940,91,1,1,0
205941,91,1,1,0
205942,91,1,1,0
205943,91,1,1,0
205961,91,1,1,0
205962,91,1,1,0
205963,91,1,1,0
205964,91,1,1,0
205965,91,1,1,0
205967,91,1,1,0
205968,91,1,1,0
205969,91,1,1,0
205970,91,1,1,0
205971,91,1,1,0
139168,91,1,1,0
39086,91,1,1,0
39087,91,1,1,0
39088,91,1,1,0
153106,91,1,1,0
153115,91,1,1,0
158661,91,1,0,1
200641,91,1,1,0
200616,91,1,1,0
245431,91,1,1,0
245432,91,1,1,0
245433,91,1,1,0
245434,91,1,1,0
245435,91,1,1,0
245436,91,1,1,0
245697,91,1,1,0
245698,91,1,1,0
245699,91,1,1,0
158665,91,1,0,1
158666,91,1,0,1
158667,91,1,0,1
153129,91,1,1,0
52937,91,1,1,0
209592,91,1,1,0
52938,91,1,1,0
297472,91,1,1,0
200582,91,1,1,0
209589,91,1,1,0
51215,91,1,1,0
108314,91,1,1,0
49538,91,1,1,0
49541,92,1,1,0
49542,92,1,1,0
49543,92,1,1,0
49544,92,1,1,0
58490,92,1,1,0
58494,92,1,1,0
50753,92,1,1,0
52370,92,1,1,0
54476,92,1,1,0
54477,92,1,1,0
54478,92,1,1,0
54479,92,1,1,0
54537,92,1,1,0
54539,92,1,1,0
48626,92,1,1,0
48627,92,1,1,0
72483,92,1,1,0
54545,92,1,1,0
54546,92,1,1,0
54547,92,1,1,0
58497,92,1,1,0
58498,92,1,1,0
58499,92,1,1,0
58492,92,1,1,0
58493,92,1,1,0
54863,92,1,1,0
54864,92,1,1,0
54865,92,1,1,0
54866,92,1,1,0
54867,92,1,1,0
54868,92,1,1,0
54869,92,1,1,0
54870,92,1,1,0
54871,92,1,1,0
54872,92,1,1,0
54873,92,1,1,0
54874,92,1,1,0
54875,92,1,1,0
54876,92,1,1,0
54877,92,1,1,0
54878,92,1,1,0
54879,92,1,1,0
54880,92,1,1,0
54881,92,1,1,0
54882,92,1,1,0
54883,92,1,1,0
54884,92,1,1,0
54885,92,1,1,0
54886,92,1,1,0
54887,92,1,1,0
54888,92,1,1,0
54889,92,1,1,0
54890,92,1,1,0
54891,92,1,1,0
54892,92,1,1,0
54895,92,1,1,0
54896,92,1,1,0
54897,92,1,1,0
54898,92,1,1,0
54899,92,1,1,0
54900,92,1,1,0
54901,92,1,1,0
54902,92,1,1,0
54903,92,1,1,0
54904,92,1,1,0
54905,92,1,1,0
54906,92,1,1,0
54907,92,1,1,0
54908,92,1,1,0
54909,92,1,1,0
54910,92,1,1,0
54911,92,1,1,0
54921,92,1,1,0
54922,92,1,1,0
54923,92,1,1,0
54924,92,1,1,0
54925,92,1,1,0
54926,92,1,1,0
54927,92,1,1,0
54928,92,1,1,0
54929,92,1,1,0
54930,92,1,1,0
54931,92,1,1,0
54932,92,1,1,0
54933,92,1,1,0
54936,92,1,1,0
58509,92,1,1,0
209603,92,1,1,0
219796,92,1,1,0
200583,92,1,1,0
297503,92,1,0,1
245443,92,1,1,0
245444,92,1,1,0
245445,92,1,1,0
245446,92,1,1,0
245447,92,1,1,0
245448,92,1,1,0
152508,92,1,1,0
226902,92,1,1,0
152512,92,1,1,0
227057,93,1,1,0
227058,93,1,1,0
227059,93,1,1,0
227060,93,1,1,0
297235,93,1,1,0
297264,93,1,1,0
203760,93,1,1,0
152433,93,1,1,0
217247,93,1,1,0
217248,93,1,1,0
217249,93,1,1,0
217250,93,1,1,0
217251,93,1,1,0
217252,93,1,1,0
217253,93,1,1,0
209188,93,1,1,0
156064,93,1,1,0
156061,93,1,1,0
297513,93,1,0,1
297515,93,1,0,1
158677,93,1,0,1
158678,93,1,0,1
158679,93,1,0,1
158680,93,1,0,1
158681,93,1,0,1
158682,93,1,0,1
158683,93,1,0,1
209590,93,1,1,0
158684,93,1,0,1
158685,93,1,0,1
158686,93,1,0,1
158687,93,1,0,1
158688,93,1,0,1
158689,93,1,0,1
297517,93,1,0,1
158690,93,1,0,1
153212,93,1,1,0
111504,93,1,1,0
111505,93,1,1,0
111506,93,1,1,0
111507,93,1,1,0
111508,93,1,1,0
111489,93,1,1,0
111490,93,1,1,0
111491,93,1,1,0
111492,93,1,1,0
111493,93,1,1,0
111494,93,1,1,0
111495,93,1,1,0
111496,93,1,1,0
111497,93,1,1,0
111498,93,1,1,0
111499,93,1,1,0
111500,93,1,1,0
111501,93,1,1,0
111502,93,1,1,0
111482,93,1,1,0
111483,93,1,1,0
297509,93,1,1,0
297543,93,1,0,1
47580,93,1,1,0
297545,93,1,0,1
297252,93,1,1,0
200524,93,1,1,0
297014,93,1,0,1
297549,93,1,0,1
296990,93,1,0,1
297551,93,1,0,1
297553,93,1,0,1
49713,93,1,1,0
49715,93,1,1,0
49717,93,1,1,0
49718,93,1,1,0
297557,93,1,0,1
49703,93,1,1,0
297559,93,1,0,1
227275,93,1,1,0
297055,93,1,1,0
214736,93,1,1,0
221434,93,1,1,0
297567,93,1,0,1
297285,93,1,1,0
297570,93,1,0,1
297576,93,1,0,1
297578,93,1,0,1
50514,93,1,1,0
297579,93,1,0,1
297582,93,1,0,1
215891,93,1,1,0
215892,93,1,1,0
215893,93,1,1,0
215878,93,1,1,0
297587,93,1,0,1
297588,93,1,0,1
297589,93,1,0,1
297590,93,1,0,1
297591,93,1,0,1
297593,93,1,0,1
200522,93,1,1,0
200637,93,1,1,0
202179,94,1,1,0
297301,94,1,0,1
297303,94,1,0,1
297304,94,1,0,1
297305,94,1,0,1
297306,94,1,0,1
297598,94,1,0,1
158692,94,1,0,1
158693,94,1,0,1
158694,94,1,0,1
158695,94,1,0,1
158696,94,1,0,1
158697,94,1,0,1
158698,94,1,0,1
158700,94,1,0,1
297603,94,1,0,1
297605,94,1,0,1
297609,94,1,0,1
297611,94,1,0,1
297613,94,1,0,1
297615,94,1,0,1
297617,94,1,0,1
158704,94,1,0,1
158705,94,1,0,1
11,94,1,1,0
158706,94,1,0,1
158707,94,1,0,1
158708,94,1,0,1
158709,94,1,0,1
158710,94,1,0,1
158711,94,1,0,1
158712,94,1,0,1
158713,94,1,0,1
158714,94,1,0,1
158715,94,1,0,1
158716,94,1,0,1
158717,94,1,0,1
158718,94,1,0,1
158719,94,1,0,1
158720,94,1,0,1
158721,94,1,0,1
158722,94,1,0,1
158723,94,1,0,1
158724,94,1,0,1
158726,94,1,0,1
297623,94,1,0,1
206809,94,1,1,0
206810,94,1,1,0
206811,94,1,1,0
206812,94,1,1,0
206813,94,1,1,0
206814,94,1,1,0
206815,94,1,1,0
206816,94,1,1,0
206817,94,1,1,0
206818,94,1,1,0
206819,94,1,1,0
206820,94,1,1,0
206821,94,1,1,0
206822,94,1,1,0
206823,94,1,1,0
206824,94,1,1,0
206806,94,1,1,0
206807,94,1,1,0
206808,94,1,1,0
206801,94,1,1,0
206802,94,1,1,0
206803,94,1,1,0
206804,94,1,1,0
206805,94,1,1,0
206935,94,1,1,0
206936,94,1,1,0
206843,94,1,1,0
206844,94,1,1,0
206845,94,1,1,0
206846,94,1,1,0
206847,94,1,1,0
206848,94,1,1,0
206849,94,1,1,0
206850,94,1,1,0
206851,94,1,1,0
206852,94,1,1,0
206853,94,1,1,0
206854,94,1,1,0
206855,94,1,1,0
206856,94,1,1,0
206857,94,1,1,0
206858,94,1,1,0
206832,94,1,1,0
206833,94,1,1,0
206834,94,1,1,0
206835,94,1,1,0
206836,94,1,1,0
206837,94,1,1,0
206838,94,1,1,0
206839,94,1,1,0
206840,94,1,1,0
206841,94,1,1,0
206842,94,1,1,0
206828,94,1,1,0
206829,95,1,1,0
206830,95,1,1,0
206831,95,1,1,0
206860,95,1,1,0
206861,95,1,1,0
206862,95,1,1,0
206863,95,1,1,0
206864,95,1,1,0
206865,95,1,1,0
206866,95,1,1,0
206867,95,1,1,0
206868,95,1,1,0
206869,95,1,1,0
206870,95,1,1,0
206871,95,1,1,0
206872,95,1,1,0
206873,95,1,1,0
206874,95,1,1,0
206875,95,1,1,0
206859,95,1,1,0
297625,95,1,0,1
297627,95,1,0,1
206923,95,1,1,0
206924,95,1,1,0
206925,95,1,1,0
206926,95,1,1,0
206927,95,1,1,0
206928,95,1,1,0
206929,95,1,1,0
206930,95,1,1,0
206931,95,1,1,0
206932,95,1,1,0
206933,95,1,1,0
206921,95,1,1,0
206922,95,1,1,0
206919,95,1,1,0
206920,95,1,1,0
206899,95,1,1,0
206900,95,1,1,0
206901,95,1,1,0
206902,95,1,1,0
206903,95,1,1,0
206904,95,1,1,0
206905,95,1,1,0
206906,95,1,1,0
206907,95,1,1,0
206908,95,1,1,0
206909,95,1,1,0
206910,95,1,1,0
206911,95,1,1,0
206912,95,1,1,0
206913,95,1,1,0
206914,95,1,1,0
206883,95,1,1,0
206884,95,1,1,0
206885,95,1,1,0
206886,95,1,1,0
206887,95,1,1,0
206888,95,1,1,0
206889,95,1,1,0
206890,95,1,1,0
206891,95,1,1,0
206892,95,1,1,0
206893,95,1,1,0
206894,95,1,1,0
206895,95,1,1,0
206896,95,1,1,0
206897,95,1,1,0
206877,95,1,1,0
206878,95,1,1,0
206879,95,1,1,0
206880,95,1,1,0
206881,95,1,1,0
206882,95,1,1,0
206916,95,1,1,0
206917,95,1,1,0
206918,95,1,1,0
297629,95,1,0,1
155864,95,1,1,0
155863,95,1,1,0
297633,95,1,0,1
297635,95,1,0,1
297634,95,1,1,0
201030,95,1,1,0
201031,95,1,1,0
201036,95,1,1,0
201034,95,1,1,0
297637,95,1,0,1
297565,95,1,1,0
297259,95,1,0,1
158728,95,1,0,1
297643,95,1,0,1
297645,95,1,0,1
297646,95,1,0,1
158730,95,1,0,1
158731,95,1,0,1
158732,95,1,0,1
158733,95,1,0,1
158734,95,1,0,1
50511,95,1,1,0
297238,96,1,0,1
297239,96,1,0,1
297240,96,1,0,1
247314,96,1,1,0
122095,96,1,1,0
209583,96,1,1,0
153161,96,1,1,0
297312,96,1,0,1
297313,96,1,0,1
297647,96,1,1,0
158168,96,1,0,1
158169,96,1,0,1
158170,96,1,0,1
158171,96,1,0,1
158316,96,1,0,1
158317,96,1,0,1
158318,96,1,0,1
158319,96,1,0,1
158320,96,1,0,1
158321,96,1,0,1
158736,96,1,0,1
158737,96,1,0,1
158738,96,1,0,1
158739,96,1,0,1
158740,96,1,0,1
158741,96,1,0,1
158742,96,1,0,1
158743,96,1,0,1
158744,96,1,0,1
158745,96,1,0,1
158746,96,1,0,1
209568,96,1,1,0
297653,96,1,1,0
297642,96,1,1,0
297655,96,1,0,1
297656,96,1,0,1
297658,96,1,0,1
297664,96,1,0,1
297117,96,1,1,0
158346,96,1,0,1
158347,96,1,0,1
158348,96,1,0,1
158349,96,1,0,1
158350,96,1,0,1
158351,96,1,0,1
158748,96,1,0,1
158749,96,1,0,1
158750,96,1,0,1
158751,96,1,0,1
158752,96,1,0,1
158753,96,1,0,1
158754,96,1,0,1
297669,96,1,0,1
297675,96,1,0,1
121197,96,1,1,0
200233,96,1,1,0
297679,96,1,0,1
297681,96,1,0,1
122096,96,1,1,0
297688,96,1,0,1
297689,96,1,0,1
297690,96,1,0,1
297691,96,1,0,1
297692,96,1,0,1
297693,96,1,0,1
297694,96,1,0,1
297696,96,1,0,1
297700,96,1,0,1
152989,96,1,1,0
297202,96,1,0,1
297342,96,1,0,1
158362,96,1,0,1
158363,96,1,0,1
297709,96,1,0,1
215862,96,1,1,0
78765,96,1,1,0
49341,96,1,1,0
297707,96,1,1,0
297712,96,1,0,1
297713,96,1,0,1
297714,96,1,0,1
297717,96,1,0,1
297718,96,1,0,1
297719,96,1,0,1
205490,96,1,1,0
205491,96,1,1,0
205487,96,1,1,0
205489,96,1,1,0
220770,96,1,1,0
220771,96,1,1,0
220772,96,1,1,0
220773,96,1,1,0
220795,96,1,1,0
220796,96,1,1,0
220797,96,1,1,0
220798,96,1,1,0
220799,96,1,1,0
220800,96,1,1,0
220801,96,1,1,0
220802,96,1,1,0
220803,97,1,1,0
220804,97,1,1,0
220805,97,1,1,0
220806,97,1,1,0
220807,97,1,1,0
205486,97,1,1,0
201580,97,1,1,0
205484,97,1,1,0
152522,97,1,1,0
227653,97,1,1,0
227654,97,1,1,0
227655,97,1,1,0
227747,97,1,1,0
227722,97,1,1,0
227723,97,1,1,0
227724,97,1,1,0
227725,97,1,1,0
227726,97,1,1,0
227727,97,1,1,0
227728,97,1,1,0
227729,97,1,1,0
227730,97,1,1,0
227731,97,1,1,0
227721,97,1,1,0
227737,97,1,1,0
227745,97,1,1,0
227743,97,1,1,0
227742,97,1,1,0
227740,97,1,1,0
227741,97,1,1,0
227738,97,1,1,0
227677,97,1,1,0
227691,97,1,1,0
227708,97,1,1,0
227710,97,1,1,0
227713,97,1,1,0
227716,97,1,1,0
227733,97,1,1,0
227734,97,1,1,0
227735,97,1,1,0
152524,97,1,1,0
227829,97,1,1,0
227910,97,1,1,0
227656,97,1,1,0
227827,97,1,1,0
227718,97,1,1,0
227695,97,1,1,0
201591,97,1,1,0
227836,97,1,1,0
227702,97,1,1,0
227838,97,1,1,0
227773,97,1,1,0
227852,97,1,1,0
158393,97,1,0,1
297721,97,1,0,1
297722,97,1,0,1
297723,97,1,0,1
297724,97,1,0,1
297725,97,1,0,1
226538,97,1,1,0
152731,97,1,1,0
226514,97,1,1,0
226502,97,1,1,0
226512,97,1,1,0
226488,97,1,1,0
226500,97,1,1,0
226506,97,1,1,0
226509,97,1,1,0
226501,97,1,1,0
152908,97,1,1,0
226507,97,1,1,0
226508,97,1,1,0
297730,97,1,0,1
297734,97,1,0,1
297735,97,1,0,1
297736,97,1,0,1
297737,97,1,0,1
297738,97,1,0,1
297739,97,1,0,1
297740,97,1,0,1
297743,97,1,0,1
297744,97,1,0,1
35,97,1,1,0
34,97,1,1,0
153565,97,1,1,0
153532,97,1,1,0
35037,97,1,1,0
48147,97,1,1,0
48148,97,1,1,0
86353,97,1,1,0
86352,97,1,1,0
152413,97,1,1,0
155968,97,1,1,0
156561,97,1,1,0
35891,97,1,1,0
35890,97,1,1,0
297755,97,1,0,1
95484,97,1,1,0
95485,97,1,1,0
95486,97,1,1,0
95487,98,1,1,0
95488,98,1,1,0
95489,98,1,1,0
95490,98,1,1,0
95491,98,1,1,0
95492,98,1,1,0
95493,98,1,1,0
95494,98,1,1,0
95495,98,1,1,0
95429,98,1,1,0
95430,98,1,1,0
95431,98,1,1,0
95432,98,1,1,0
95433,98,1,1,0
95434,98,1,1,0
95435,98,1,1,0
95436,98,1,1,0
95437,98,1,1,0
95438,98,1,1,0
95439,98,1,1,0
95440,98,1,1,0
297765,98,1,0,1
297766,98,1,0,1
297767,98,1,0,1
297770,98,1,0,1
158491,98,1,0,1
132970,98,1,1,0
152466,98,1,1,0
297186,98,1,1,0
244930,98,1,1,0
153285,98,1,1,0
153073,98,1,1,0
245625,98,1,1,0
245626,98,1,1,0
245627,98,1,1,0
245628,98,1,1,0
245629,98,1,1,0
245630,98,1,1,0
245631,98,1,1,0
245632,98,1,1,0
245633,98,1,1,0
245634,98,1,1,0
245635,98,1,1,0
245636,98,1,1,0
153281,98,1,1,0
149553,98,1,1,0
149554,98,1,1,0
152642,98,1,1,0
45488,98,1,1,0
45489,98,1,1,0
45490,98,1,1,0
45491,98,1,1,0
45492,98,1,1,0
45493,98,1,1,0
45494,98,1,1,0
45495,98,1,1,0
45496,98,1,1,0
45497,98,1,1,0
45498,98,1,1,0
45499,98,1,1,0
149524,98,1,1,0
149519,98,1,1,0
149520,98,1,1,0
149521,98,1,1,0
149522,98,1,1,0
149526,98,1,1,0
153047,98,1,1,0
150720,98,1,1,0
45501,98,1,1,0
149525,98,1,1,0
153217,98,1,1,0
28097,98,1,1,0
28098,98,1,1,0
152449,98,1,1,0
209593,98,1,1,0
84739,98,1,1,0
84740,98,1,1,0
84741,98,1,1,0
84742,98,1,1,0
84743,98,1,1,0
84744,98,1,1,0
84745,98,1,1,0
84746,98,1,1,0
84747,98,1,1,0
84748,98,1,1,0
84749,98,1,1,0
84750,98,1,1,0
84751,98,1,1,0
84752,98,1,1,0
84753,98,1,1,0
84754,98,1,1,0
84755,98,1,1,0
84756,98,1,1,0
84757,98,1,1,0
297390,98,1,0,1
297395,98,1,0,1
297398,98,1,0,1
245537,98,1,1,0
245538,98,1,1,0
245539,98,1,1,0
245540,99,1,1,0
245541,99,1,1,0
245542,99,1,1,0
245543,99,1,1,0
245544,99,1,1,0
245545,99,1,1,0
245546,99,1,1,0
245547,99,1,1,0
245548,99,1,1,0
245600,99,1,1,0
245601,99,1,1,0
245602,99,1,1,0
245603,99,1,1,0
245604,99,1,1,0
245605,99,1,1,0
245606,99,1,1,0
245607,99,1,1,0
245608,99,1,1,0
245609,99,1,1,0
245610,99,1,1,0
245611,99,1,1,0
297764,99,1,0,1
209186,99,1,1,0
208509,99,1,1,0
153162,99,1,1,0
234062,99,1,1,0
234063,99,1,1,0
234064,99,1,1,0
234065,99,1,1,0
100132,99,1,1,0
99942,99,1,1,0
99943,99,1,1,0
99944,99,1,1,0
99945,99,1,1,0
99946,99,1,1,0
99947,99,1,1,0
99948,99,1,1,0
99949,99,1,1,0
99950,99,1,1,0
99951,99,1,1,0
99935,99,1,1,0
99936,99,1,1,0
99937,99,1,1,0
99938,99,1,1,0
99939,99,1,1,0
99940,99,1,1,0
99941,99,1,1,0
99928,99,1,1,0
99931,99,1,1,0
99932,99,1,1,0
99933,99,1,1,0
99934,99,1,1,0
99927,99,1,1,0
99926,99,1,1,0
152780,99,1,1,0
100140,99,1,1,0
100141,99,1,1,0
100142,99,1,1,0
100143,99,1,1,0
100144,99,1,1,0
100145,99,1,1,0
100146,99,1,1,0
100147,99,1,1,0
100148,99,1,1,0
100149,99,1,1,0
100150,99,1,1,0
100151,99,1,1,0
100152,99,1,1,0
100153,99,1,1,0
100154,99,1,1,0
297151,99,1,1,0
297110,99,1,1,0
152667,99,1,1,0
250804,99,1,1,0
250805,99,1,1,0
250816,99,1,1,0
240635,99,1,1,0
297778,99,1,0,1
297779,99,1,0,1
297780,99,1,0,1
297781,99,1,0,1
297782,99,1,0,1
297783,99,1,0,1
297784,99,1,0,1
297785,99,1,0,1
297786,99,1,0,1
297787,99,1,0,1
297788,99,1,0,1
297789,99,1,0,1
297790,99,1,0,1
297791,99,1,0,1
297792,99,1,0,1
297793,99,1,0,1
297794,99,1,0,1
297795,99,1,0,1
297796,99,1,0,1
297797,99,1,0,1
297798,99,1,0,1
297799,99,1,0,1
155791,99,1,1,0
155790,100,1,1,0
195439,100,1,1,0
195438,100,1,1,0
158254,100,1,1,0
158255,100,1,1,0
158256,100,1,1,0
158257,100,1,1,0
158258,100,1,1,0
158259,100,1,1,0
297219,100,1,1,0
297220,100,1,1,0
297221,100,1,1,0
297222,100,1,1,0
297223,100,1,1,0
297224,100,1,1,0
199867,100,1,1,0
199868,100,1,1,0
199869,100,1,1,0
199870,100,1,1,0
199871,100,1,1,0
199872,100,1,1,0
199873,100,1,1,0
199864,100,1,1,0
199865,100,1,1,0
199866,100,1,1,0
215887,100,1,1,0
201608,100,1,1,0
158579,100,1,0,1
240621,100,1,1,0
240622,100,1,1,0
240623,100,1,1,0
240624,100,1,1,0
240625,100,1,1,0
240626,100,1,1,0
240627,100,1,1,0
240628,100,1,1,0
240629,100,1,1,0
240630,100,1,1,0
240631,100,1,1,0
74051,100,1,0,1
94090,100,1,0,1
240527,100,1,1,0
200566,100,1,1,0
240528,100,1,1,0
240651,100,1,1,0
240526,100,1,1,0
112444,100,1,1,0
240604,100,1,1,0
153443,100,1,1,0
98885,100,1,1,0
98886,100,1,1,0
249150,100,1,1,0
249151,100,1,1,0
249152,100,1,1,0
249153,100,1,1,0
249154,100,1,1,0
249155,100,1,1,0
249159,100,1,1,0
249160,100,1,1,0
213219,100,1,1,0
199880,100,1,1,0
217909,100,1,0,1
249162,100,1,1,0
153457,100,1,1,0
300186,100,1,1,0
209068,100,1,1,0
209069,100,1,1,0
209070,100,1,1,0
209071,100,1,1,0
153513,100,1,1,0
209193,100,1,1,0
297492,100,1,0,1
297494,100,1,0,1
297496,100,1,0,1
221156,100,1,0,1
221157,100,1,0,1
263314,100,1,1,0
263315,100,1,1,0
263316,100,1,1,0
263317,100,1,1,0
263318,100,1,1,0
263319,100,1,1,0
263320,100,1,1,0
263321,100,1,1,0
263322,100,1,1,0
263323,100,1,1,0
263324,100,1,1,0
263325,100,1,1,0
263326,100,1,1,0
263327,100,1,1,0
263328,100,1,1,0
263309,100,1,1,0
263285,100,1,1,0
263286,100,1,1,0
263287,100,1,1,0
263288,100,1,1,0
263289,100,1,1,0
263290,100,1,1,0
263291,100,1,1,0
263292,100,1,1,0
