in,per_rank,accesses,reads,writes
217857,40,8,0,8
217859,40,8,1,7
217869,40,8,1,7
74044,40,8,2,6
220384,40,8,0,8
217946,40,8,1,7
218131,40,8,1,7
218132,40,8,0,8
218133,40,8,1,7
218134,40,8,1,7
202713,40,7,1,6
202716,40,7,1,6
49593,40,7,7,0
49594,40,7,7,0
152202,40,7,7,0
262071,40,7,7,0
262072,40,7,7,0
262159,40,7,7,0
207124,40,7,1,6
207125,40,7,1,6
155811,40,7,7,0
301361,40,7,7,0
247170,40,7,7,0
247173,40,7,7,0
247175,40,7,7,0
247210,40,7,7,0
40220,40,7,7,0
40224,40,7,7,0
40225,40,7,7,0
40229,40,7,7,0
40231,40,7,7,0
40232,40,7,7,0
40233,40,7,7,0
40234,40,7,7,0
40235,40,7,7,0
208478,40,7,0,7
208479,40,7,1,6
202722,40,7,1,6
202724,40,7,1,6
202738,40,7,1,6
202742,40,7,0,7
202746,40,7,1,6
231937,40,7,7,0
152974,40,7,4,3
297279,40,7,7,0
152041,40,7,0,7
152042,40,7,2,5
208480,40,7,1,6
202748,40,7,1,6
208643,40,7,1,6
204065,40,7,0,7
158386,40,7,0,7
208657,40,7,1,6
208661,40,7,1,6
204076,40,7,1,6
204077,40,7,1,6
208678,40,7,0,7
204082,40,7,1,6
204088,40,7,0,7
204100,40,7,0,7
204413,40,7,0,7
218961,40,7,7,0
218962,40,7,7,0
218963,40,7,7,0
218964,40,7,7,0
218965,40,7,7,0
218956,40,7,7,0
208685,40,7,1,6
108255,40,7,7,0
208696,40,7,1,6
208697,40,7,1,6
200825,40,7,7,0
204424,40,7,1,6
204435,40,7,0,7
204439,40,7,0,7
220687,40,7,6,1
247326,40,7,7,0
247327,40,7,7,0
247329,40,7,7,0
208729,40,7,1,6
208730,40,7,1,6
208732,40,7,1,6
208733,40,7,1,6
45486,40,7,7,0
208735,40,7,1,6
208736,40,7,1,6
208737,40,7,2,5
208740,40,7,1,6
204468,40,7,1,6
204469,40,7,1,6
204470,40,7,1,6
204471,40,7,1,6
208742,40,7,1,6
208744,40,7,1,6
208747,40,7,1,6
204477,40,7,0,7
150734,40,7,7,0
208749,40,7,1,6
208752,40,7,1,6
208753,41,7,1,6
297256,41,7,5,2
204482,41,7,1,6
204485,41,7,1,6
204492,41,7,0,7
204501,41,7,0,7
297263,41,7,7,0
152425,41,7,7,0
95782,41,7,7,0
95783,41,7,7,0
95784,41,7,7,0
95785,41,7,7,0
95747,41,7,7,0
95752,41,7,7,0
95753,41,7,7,0
95754,41,7,7,0
95755,41,7,7,0
95756,41,7,7,0
95757,41,7,7,0
95758,41,7,7,0
95759,41,7,7,0
95766,41,7,7,0
95767,41,7,7,0
95768,41,7,7,0
95769,41,7,7,0
95773,41,7,7,0
95779,41,7,7,0
95780,41,7,7,0
95781,41,7,7,0
95760,41,7,7,0
95761,41,7,7,0
95762,41,7,7,0
95764,41,7,7,0
217701,41,7,7,0
209326,41,7,1,6
209329,41,7,1,6
209330,41,7,1,6
209331,41,7,1,6
218486,41,7,7,0
218487,41,7,7,0
204512,41,7,1,6
209333,41,7,1,6
201596,41,7,7,0
297392,41,7,5,2
297393,41,7,5,2
209345,41,7,1,6
209374,41,7,1,6
78760,41,7,7,0
78796,41,7,7,0
78865,41,7,7,0
204527,41,7,0,7
204535,41,7,0,7
204536,41,7,0,7
204540,41,7,1,6
221439,41,7,7,0
221440,41,7,7,0
221441,41,7,7,0
221443,41,7,7,0
221430,41,7,7,0
221418,41,7,7,0
221451,41,7,7,0
221446,41,7,7,0
221447,41,7,7,0
221448,41,7,7,0
221449,41,7,7,0
297474,41,7,5,2
209428,41,7,1,6
209429,41,7,1,6
209430,41,7,1,6
209431,41,7,1,6
201590,41,7,7,0
204548,41,7,0,7
209456,41,7,0,7
297485,41,7,6,1
245215,41,7,7,0
200608,41,7,7,0
220721,41,7,7,0
220497,41,7,7,0
209464,41,7,1,6
209648,41,7,1,6
209650,41,7,1,6
158670,41,7,0,7
216818,41,7,7,0
216820,41,7,7,0
210173,41,7,1,6
210174,41,7,1,6
210180,41,7,0,7
221134,41,7,7,0
212152,41,7,0,7
199320,41,7,7,0
217542,41,7,7,0
217543,41,7,7,0
217544,41,7,7,0
153668,41,7,7,0
212139,41,7,1,6
297298,41,7,7,0
212158,41,7,1,6
212159,41,7,1,6
210196,41,7,1,6
210215,41,7,0,7
212166,42,7,1,6
212187,42,7,0,7
212188,42,7,0,7
297536,42,7,5,2
213450,42,7,1,6
213451,42,7,1,6
213452,42,7,1,6
213453,42,7,1,6
213454,42,7,1,6
216814,42,7,7,0
213469,42,7,0,7
213477,42,7,0,7
213478,42,7,0,7
213483,42,7,1,6
220950,42,7,7,0
50481,42,7,7,0
50467,42,7,7,0
50459,42,7,7,0
50460,42,7,7,0
212233,42,7,0,7
216273,42,7,0,7
227355,42,7,7,0
227356,42,7,7,0
227321,42,7,7,0
227322,42,7,7,0
203761,42,7,7,0
213486,42,7,1,6
213493,42,7,1,6
213496,42,7,1,6
216283,42,7,1,6
216285,42,7,1,6
213510,42,7,1,6
213560,42,7,0,7
227429,42,7,7,0
227430,42,7,7,0
227402,42,7,7,0
227403,42,7,7,0
227411,42,7,7,0
227412,42,7,7,0
122102,42,7,7,0
140445,42,7,7,0
122092,42,7,7,0
122045,42,7,7,0
122094,42,7,7,0
213677,42,7,0,7
122093,42,7,7,0
216388,42,7,1,6
216389,42,7,1,6
216391,42,7,1,6
216492,42,7,0,7
213678,42,7,1,6
213681,42,7,1,6
121556,42,7,7,0
121557,42,7,7,0
121559,42,7,7,0
121895,42,7,7,0
121902,42,7,7,0
121906,42,7,7,0
121908,42,7,7,0
121660,42,7,7,0
121662,42,7,7,0
121664,42,7,7,0
121665,42,7,7,0
121597,42,7,7,0
121709,42,7,7,0
121159,42,7,7,0
121160,42,7,7,0
121161,42,7,7,0
121162,42,7,7,0
121163,42,7,7,0
121164,42,7,7,0
121165,42,7,7,0
121166,42,7,7,0
121680,42,7,7,0
121580,42,7,7,0
121874,42,7,7,0
121875,42,7,7,0
121876,42,7,7,0
261700,42,7,7,0
261701,42,7,7,0
261702,42,7,7,0
121671,42,7,7,0
214350,42,7,1,6
214356,42,7,1,6
216502,42,7,1,6
216503,42,7,1,6
216559,42,7,0,7
216570,42,7,1,6
216573,42,7,1,6
214459,42,7,1,6
216591,42,7,0,7
216595,42,7,1,6
214664,42,7,0,7
214665,42,7,0,7
216622,42,7,1,6
152075,42,7,0,7
214675,42,7,1,6
214854,42,7,1,6
214863,42,7,0,7
214872,42,7,0,7
214873,43,7,0,7
214875,43,7,1,6
216625,43,7,1,6
216626,43,7,1,6
216627,43,7,1,6
216631,43,7,1,6
216658,43,7,1,6
216659,43,7,1,6
216660,43,7,1,6
216768,43,7,1,6
214883,43,7,0,7
216772,43,7,1,6
217407,43,7,1,6
217409,43,7,0,7
217410,43,7,0,7
214919,43,7,1,6
217420,43,7,0,7
217428,43,7,0,7
217429,43,7,0,7
234078,43,7,7,0
219314,43,7,7,0
214946,43,7,1,6
214947,43,7,1,6
217443,43,7,1,6
217454,43,7,0,7
214968,43,7,1,6
214969,43,7,1,6
214971,43,7,1,6
214972,43,7,1,6
217461,43,7,1,6
217462,43,7,1,6
218872,43,7,0,7
218879,43,7,0,7
218880,43,7,0,7
217525,43,7,0,7
86346,43,7,7,0
155961,43,7,7,0
35884,43,7,7,0
217532,43,7,1,6
217533,43,7,1,6
217534,43,7,1,6
217535,43,7,1,6
219624,43,7,1,6
219644,43,7,1,6
219667,43,7,1,6
219670,43,7,1,6
219697,43,7,1,6
219698,43,7,1,6
219705,43,7,2,5
217734,43,7,1,6
219707,43,7,1,6
219713,43,7,0,7
219715,43,7,0,7
219716,43,7,0,7
219855,43,7,0,7
217735,43,7,1,6
217738,43,7,1,6
217757,43,7,0,7
217762,43,7,1,6
219863,43,7,1,6
217766,43,7,1,6
217767,43,7,1,6
217768,43,7,1,6
217769,43,7,1,6
217770,43,7,1,6
219867,43,7,1,6
219868,43,7,1,6
219894,43,7,1,6
219895,43,7,1,6
219896,43,7,1,6
217803,43,7,1,6
219900,43,7,1,6
219901,43,7,1,6
219902,43,7,1,6
219904,43,7,1,6
219923,43,7,0,7
220290,43,7,1,6
217830,43,7,0,7
219908,43,7,1,6
220294,43,7,1,6
220296,43,7,1,6
217846,43,7,1,6
217847,43,7,1,6
217849,43,7,1,6
220304,43,7,0,7
220313,43,7,0,7
220370,43,7,0,7
217864,43,7,0,7
195378,43,7,1,6
249147,43,7,7,0
217896,43,7,4,3
217897,43,7,5,2
217901,43,7,4,3
217937,43,7,1,6
221093,43,7,1,6
221097,43,7,1,6
221098,43,7,1,6
218290,43,7,0,7
218138,43,7,0,7
221105,43,7,1,6
221153,44,7,1,6
262104,44,6,6,0
262105,44,6,6,0
262106,44,6,6,0
262107,44,6,6,0
262108,44,6,6,0
262109,44,6,6,0
262110,44,6,6,0
262111,44,6,6,0
262112,44,6,6,0
262113,44,6,6,0
262114,44,6,6,0
262115,44,6,6,0
262116,44,6,6,0
262117,44,6,6,0
262118,44,6,6,0
262119,44,6,6,0
262202,44,6,6,0
262073,44,6,6,0
262074,44,6,6,0
262075,44,6,6,0
262076,44,6,6,0
262077,44,6,6,0
262078,44,6,6,0
262079,44,6,6,0
262080,44,6,6,0
262081,44,6,6,0
262082,44,6,6,0
262083,44,6,6,0
262084,44,6,6,0
262085,44,6,6,0
262178,44,6,6,0
262179,44,6,6,0
262180,44,6,6,0
262181,44,6,6,0
262182,44,6,6,0
262183,44,6,6,0
262184,44,6,6,0
262185,44,6,6,0
262186,44,6,6,0
262160,44,6,6,0
262140,44,6,6,0
262141,44,6,6,0
262142,44,6,6,0
262143,44,6,6,0
262144,44,6,6,0
49782,44,6,6,0
49783,44,6,6,0
262124,44,6,6,0
262125,44,6,6,0
262126,44,6,6,0
262127,44,6,6,0
262128,44,6,6,0
215264,44,6,5,1
220693,44,6,4,2
52943,44,6,6,0
301213,44,6,6,0
247246,44,6,6,0
247187,44,6,6,0
246732,44,6,6,0
32821,44,6,6,0
246735,44,6,6,0
247295,44,6,6,0
143105,44,6,6,0
152288,44,6,4,2
240688,44,6,6,0
40222,44,6,6,0
40228,44,6,6,0
40230,44,6,6,0
40236,44,6,6,0
40237,44,6,6,0
40248,44,6,6,0
40249,44,6,6,0
40251,44,6,6,0
40252,44,6,6,0
153021,44,6,6,0
122112,44,6,6,0
114182,44,6,6,0
114368,44,6,6,0
114369,44,6,6,0
114370,44,6,6,0
114293,44,6,6,0
114295,44,6,6,0
114299,44,6,6,0
114301,44,6,6,0
114296,44,6,6,0
114297,44,6,6,0
114305,44,6,6,0
114306,44,6,6,0
114308,44,6,6,0
114309,44,6,6,0
114310,44,6,6,0
114267,44,6,6,0
114263,44,6,6,0
114264,44,6,6,0
114265,44,6,6,0
114290,44,6,6,0
114291,44,6,6,0
114287,44,6,6,0
114288,44,6,6,0
114289,45,6,6,0
136794,45,6,6,0
136795,45,6,6,0
136796,45,6,6,0
136818,45,6,6,0
136819,45,6,6,0
136820,45,6,6,0
114278,45,6,6,0
114279,45,6,6,0
114280,45,6,6,0
149718,45,6,6,0
149719,45,6,6,0
149720,45,6,6,0
114437,45,6,6,0
114438,45,6,6,0
114439,45,6,6,0
136830,45,6,6,0
136831,45,6,6,0
136832,45,6,6,0
114181,45,6,6,0
101406,45,6,6,0
101436,45,6,6,0
101437,45,6,6,0
149736,45,6,6,0
149737,45,6,6,0
149738,45,6,6,0
101403,45,6,6,0
101404,45,6,6,0
101405,45,6,6,0
246999,45,6,6,0
101443,45,6,6,0
101440,45,6,6,0
101449,45,6,6,0
101446,45,6,6,0
101455,45,6,6,0
101452,45,6,6,0
101461,45,6,6,0
101458,45,6,6,0
101467,45,6,6,0
101464,45,6,6,0
149958,45,6,6,0
149959,45,6,6,0
149960,45,6,6,0
149970,45,6,6,0
149971,45,6,6,0
149972,45,6,6,0
149901,45,6,6,0
149902,45,6,6,0
149903,45,6,6,0
149853,45,6,6,0
149854,45,6,6,0
149855,45,6,6,0
149835,45,6,6,0
149836,45,6,6,0
149837,45,6,6,0
149982,45,6,6,0
149984,45,6,6,0
246878,45,6,6,0
208462,45,6,1,5
208473,45,6,0,6
208467,45,6,0,6
208626,45,6,0,6
208627,45,6,0,6
202273,45,6,3,3
247843,45,6,6,0
202734,45,6,0,6
202739,45,6,0,6
202744,45,6,0,6
202745,45,6,0,6
152971,45,6,1,5
281462,45,6,6,0
112502,45,6,6,0
112503,45,6,6,0
112504,45,6,6,0
112505,45,6,6,0
112506,45,6,6,0
112507,45,6,6,0
112508,45,6,6,0
158372,45,6,0,6
216813,45,6,6,0
152561,45,6,6,0
208638,45,6,0,6
208647,45,6,0,6
208651,45,6,0,6
47637,45,6,6,0
204050,45,6,1,5
204068,45,6,0,6
204069,45,6,0,6
204071,45,6,1,5
204072,45,6,0,6
261963,45,6,6,0
261964,45,6,6,0
261965,45,6,6,0
261966,45,6,6,0
261967,45,6,6,0
261954,45,6,6,0
261955,45,6,6,0
261956,45,6,6,0
261957,45,6,6,0
261958,45,6,6,0
261959,46,6,6,0
261960,46,6,6,0
261961,46,6,6,0
261953,46,6,6,0
261962,46,6,6,0
153128,46,6,6,0
203296,46,6,1,5
158384,46,6,0,6
158385,46,6,0,6
152678,46,6,6,0
297273,46,6,6,0
208681,46,6,0,6
207078,46,6,1,5
204085,46,6,1,5
218958,46,6,6,0
218959,46,6,6,0
218960,46,6,6,0
197917,46,6,6,0
151612,46,6,3,3
220779,46,6,6,0
220780,46,6,6,0
220781,46,6,6,0
220782,46,6,6,0
220783,46,6,6,0
220784,46,6,6,0
220785,46,6,6,0
204417,46,6,0,6
204418,46,6,0,6
204419,46,6,0,6
204420,46,6,0,6
204423,46,6,0,6
208687,46,6,3,3
208692,46,6,1,5
105690,46,6,6,0
208825,46,6,6,0
153023,46,6,6,0
158448,46,6,0,6
218841,46,6,6,0
199840,46,6,6,0
204446,46,6,0,6
204447,46,6,0,6
199833,46,6,6,0
199850,46,6,6,0
199851,46,6,6,0
247324,46,6,6,0
247262,46,6,6,0
234084,46,6,6,0
147487,46,6,3,3
212635,46,6,6,0
212636,46,6,6,0
212637,46,6,6,0
212638,46,6,6,0
212639,46,6,6,0
212640,46,6,6,0
212641,46,6,6,0
212642,46,6,6,0
212643,46,6,6,0
212644,46,6,6,0
212645,46,6,6,0
212646,46,6,6,0
208734,46,6,1,5
204462,46,6,0,6
204463,46,6,0,6
204466,46,6,0,6
204478,46,6,0,6
209283,46,6,0,6
209322,46,6,1,5
297347,46,6,4,2
204502,46,6,0,6
204503,46,6,0,6
204504,46,6,0,6
204506,46,6,0,6
155903,46,6,6,0
155899,46,6,6,0
297245,46,6,6,0
95745,46,6,6,0
95746,46,6,6,0
95748,46,6,6,0
95749,46,6,6,0
95750,46,6,6,0
95751,46,6,6,0
95770,46,6,6,0
95771,46,6,6,0
95772,46,6,6,0
95774,46,6,6,0
95775,46,6,6,0
95776,46,6,6,0
95777,46,6,6,0
95778,46,6,6,0
95741,46,6,6,0
95739,46,6,6,0
95740,46,6,6,0
95765,46,6,6,0
95763,46,6,6,0
95743,46,6,6,0
95736,46,6,6,0
95737,46,6,6,0
218482,46,6,6,0
218480,46,6,6,0
218481,46,6,6,0
204515,47,6,0,6
204517,47,6,0,6
204519,47,6,0,6
204520,47,6,0,6
209372,47,6,1,5
209388,47,6,0,6
152549,47,6,6,0
204538,47,6,0,6
221442,47,6,6,0
214720,47,6,6,0
214777,47,6,6,0
214738,47,6,6,0
297475,47,6,4,2
244973,47,6,6,0
244817,47,6,6,0
39757,47,6,6,0
209451,47,6,1,5
209458,47,6,0,6
209461,47,6,0,6
204553,47,6,0,6
204558,47,6,0,6
204560,47,6,0,6
247896,47,6,6,0
220580,47,6,6,0
214703,47,6,6,0
215618,47,6,6,0
215633,47,6,6,0
220713,47,6,6,0
200247,47,6,6,0
245251,47,6,6,0
245262,47,6,6,0
206359,47,6,6,0
206360,47,6,6,0
206361,47,6,6,0
206362,47,6,6,0
206363,47,6,6,0
206364,47,6,6,0
206365,47,6,6,0
206366,47,6,6,0
206367,47,6,6,0
206368,47,6,6,0
206369,47,6,6,0
206370,47,6,6,0
220597,47,6,6,0
51929,47,6,6,0
220642,47,6,6,0
209463,47,6,1,5
202299,47,6,3,3
220618,47,6,5,1
220552,47,6,6,0
221145,47,6,6,0
210176,47,6,0,6
210184,47,6,0,6
210190,47,6,0,6
210191,47,6,0,6
210194,47,6,0,6
221419,47,6,6,0
221420,47,6,6,0
221421,47,6,6,0
221444,47,6,6,0
212153,47,6,0,6
212154,47,6,0,6
210202,47,6,0,6
213235,47,6,0,6
213236,47,6,0,6
213237,47,6,0,6
213239,47,6,1,5
213448,47,6,1,5
212177,47,6,0,6
212184,47,6,0,6
212190,47,6,0,6
212191,47,6,0,6
297525,47,6,4,2
152431,47,6,6,0
50477,47,6,6,0
213461,47,6,1,5
50457,47,6,6,0
50458,47,6,6,0
50464,47,6,6,0
50465,47,6,6,0
50453,47,6,6,0
212224,47,6,0,6
212231,47,6,0,6
216274,47,6,0,6
216275,47,6,0,6
216277,47,6,0,6
216278,47,6,0,6
215889,47,6,6,0
216816,47,6,6,0
297265,47,6,6,0
93,47,6,6,0
227293,47,6,6,0
213505,47,6,0,6
213554,47,6,0,6
206791,47,6,6,0
206800,47,6,6,0
200882,47,6,6,0
213497,47,6,1,5
198,47,6,6,0
216286,47,6,1,5
216318,48,6,1,5
216337,48,6,0,6
216339,48,6,0,6
216378,48,6,0,6
216379,48,6,0,6
216373,48,6,2,4
195375,48,6,1,5
213664,48,6,0,6
216394,48,6,0,6
216483,48,6,0,6
216490,48,6,0,6
216494,48,6,0,6
216495,48,6,0,6
216496,48,6,0,6
122043,48,6,6,0
226739,48,6,6,0
84294,48,6,6,0
121546,48,6,6,0
121547,48,6,6,0
121548,48,6,6,0
121549,48,6,6,0
121550,48,6,6,0
121551,48,6,6,0
121558,48,6,6,0
121877,48,6,6,0
121878,48,6,6,0
121879,48,6,6,0
121880,48,6,6,0
121881,48,6,6,0
121882,48,6,6,0
121883,48,6,6,0
121884,48,6,6,0
121885,48,6,6,0
121886,48,6,6,0
121887,48,6,6,0
121888,48,6,6,0
121889,48,6,6,0
121699,48,6,6,0
121701,48,6,6,0
121702,48,6,6,0
121706,48,6,6,0
121707,48,6,6,0
121708,48,6,6,0
121711,48,6,6,0
121712,48,6,6,0
121713,48,6,6,0
121714,48,6,6,0
121151,48,6,6,0
121152,48,6,6,0
121155,48,6,6,0
121156,48,6,6,0
121158,48,6,6,0
121673,48,6,6,0
121194,48,6,6,0
121571,48,6,6,0
121572,48,6,6,0
121573,48,6,6,0
121574,48,6,6,0
121583,48,6,6,0
121170,48,6,6,0
121171,48,6,6,0
121872,48,6,6,0
121873,48,6,6,0
121869,48,6,6,0
121718,48,6,6,0
121867,48,6,6,0
121627,48,6,6,0
121628,48,6,6,0
121629,48,6,6,0
121619,48,6,6,0
121620,48,6,6,0
121621,48,6,6,0
121622,48,6,6,0
121623,48,6,6,0
121624,48,6,6,0
121625,48,6,6,0
121626,48,6,6,0
229910,48,6,6,0
229911,48,6,6,0
229912,48,6,6,0
229913,48,6,6,0
229914,48,6,6,0
120842,48,6,6,0
120847,48,6,6,0
121672,48,6,6,0
213701,48,6,0,6
214357,48,6,0,6
214358,48,6,0,6
214441,48,6,0,6
216508,48,6,0,6
216509,48,6,0,6
216549,48,6,0,6
216556,48,6,0,6
216568,48,6,0,6
216569,48,6,0,6
50752,48,6,6,0
50756,48,6,6,0
214464,48,6,0,6
214472,48,6,0,6
216577,48,6,1,5
216596,49,6,0,6
214460,49,6,1,5
216575,49,6,1,5
0,49,6,6,0
214657,49,6,0,6
214670,49,6,0,6
214671,49,6,0,6
214673,49,6,0,6
216604,49,6,1,5
216613,49,6,0,6
216619,49,6,0,6
216620,49,6,0,6
216623,49,6,0,6
215504,49,6,6,0
214865,49,6,0,6
214870,49,6,0,6
214874,49,6,0,6
216632,49,6,0,6
216654,49,6,0,6
216655,49,6,0,6
216656,49,6,0,6
152697,49,6,6,0
227800,49,6,6,0
227700,49,6,6,0
227778,49,6,6,0
217382,49,6,0,6
217389,49,6,0,6
226740,49,6,4,2
214908,49,6,0,6
217402,49,6,0,6
217412,49,6,0,6
297749,49,6,0,6
297750,49,6,0,6
214921,49,6,1,5
214935,49,6,0,6
214943,49,6,0,6
214944,49,6,0,6
217416,49,6,0,6
217430,49,6,0,6
217431,49,6,0,6
217432,49,6,0,6
219230,49,6,6,0
219313,49,6,6,0
219274,49,6,6,0
214962,49,6,0,6
217457,49,6,0,6
217459,49,6,0,6
217460,49,6,0,6
218883,49,6,0,6
218884,49,6,0,6
219619,49,6,1,5
217486,49,6,0,6
217487,49,6,0,6
217496,49,6,0,6
217488,49,6,1,5
217526,49,6,0,6
217527,49,6,0,6
217528,49,6,0,6
217529,49,6,0,6
48140,49,6,6,0
204450,49,6,3,3
219630,49,6,0,6
219672,49,6,0,6
219625,49,6,1,5
217579,49,6,1,5
217699,49,6,1,5
217713,49,6,0,6
217718,49,6,0,6
217721,49,6,0,6
219632,49,6,1,5
217724,49,6,1,5
219708,49,6,0,6
219856,49,6,0,6
219860,49,6,0,6
217751,49,6,0,6
217758,49,6,0,6
217760,49,6,0,6
217761,49,6,0,6
219889,49,6,0,6
219891,49,6,0,6
217794,49,6,0,6
217795,49,6,0,6
219909,49,6,0,6
219924,49,6,0,6
217833,49,6,1,5
217840,49,6,0,6
217841,49,6,0,6
217842,49,6,0,6
217843,49,6,0,6
217844,49,6,0,6
220300,49,6,0,6
220305,49,6,0,6
220372,49,6,0,6
220373,49,6,0,6
220374,49,6,0,6
220375,49,6,0,6
220376,49,6,0,6
217863,49,6,0,6
217867,49,6,0,6
217868,49,6,0,6
217870,50,6,0,6
74045,50,6,1,5
249148,50,6,6,0
249157,50,6,6,0
217885,50,6,4,2
217899,50,6,4,2
217886,50,6,5,1
153765,50,6,2,4
153691,50,6,2,4
153700,50,6,2,4
153703,50,6,2,4
220741,50,6,0,6
221099,50,6,0,6
221102,50,6,0,6
221103,50,6,0,6
217945,50,6,1,5
217947,50,6,0,6
218128,50,6,0,6
221109,50,6,2,4
218297,50,6,1,5
201581,50,5,5,0
202714,50,5,0,5
202715,50,5,0,5
202717,50,5,0,5
202719,50,5,0,5
49635,50,5,5,0
262187,50,5,5,0
262188,50,5,5,0
262189,50,5,5,0
262190,50,5,5,0
262191,50,5,5,0
262192,50,5,5,0
262156,50,5,5,0
262157,50,5,5,0
262158,50,5,5,0
262161,50,5,5,0
262162,50,5,5,0
262163,50,5,5,0
262164,50,5,5,0
262165,50,5,5,0
262166,50,5,5,0
262167,50,5,5,0
262168,50,5,5,0
262169,50,5,5,0
262170,50,5,5,0
262171,50,5,5,0
262173,50,5,5,0
262174,50,5,5,0
262145,50,5,5,0
262146,50,5,5,0
262147,50,5,5,0
262148,50,5,5,0
262149,50,5,5,0
262150,50,5,5,0
262151,50,5,5,0
262152,50,5,5,0
262153,50,5,5,0
262154,50,5,5,0
262155,50,5,5,0
262137,50,5,5,0
262138,50,5,5,0
262139,50,5,5,0
262123,50,5,5,0
262120,50,5,5,0
262121,50,5,5,0
262122,50,5,5,0
158338,50,5,0,5
158339,50,5,0,5
158352,50,5,0,5
152529,50,5,5,0
207120,50,5,0,5
207121,50,5,0,5
207122,50,5,0,5
207123,50,5,0,5
247252,50,5,5,0
247261,50,5,5,0
246734,50,5,5,0
158368,50,5,0,5
247279,50,5,5,0
247280,50,5,5,0
247290,50,5,5,0
143104,50,5,5,0
143109,50,5,5,0
40223,50,5,5,0
240541,50,5,5,0
202720,50,5,0,5
202721,50,5,0,5
202723,50,5,0,5
202725,50,5,0,5
153148,50,5,5,0
153321,50,5,5,0
153312,50,5,5,0
153155,50,5,5,0
49633,50,5,5,0
49634,50,5,5,0
221598,50,5,5,0
231938,50,5,5,0
281348,50,5,5,0
207127,50,5,1,4
49637,50,5,5,0
208373,51,5,5,0
208374,51,5,5,0
208375,51,5,5,0
208376,51,5,5,0
208377,51,5,5,0
208378,51,5,5,0
208379,51,5,5,0
208380,51,5,5,0
208381,51,5,5,0
208382,51,5,5,0
208383,51,5,5,0
208384,51,5,5,0
112509,51,5,5,0
112510,51,5,5,0
112511,51,5,5,0
112512,51,5,5,0
112513,51,5,5,0
112514,51,5,5,0
112515,51,5,5,0
112516,51,5,5,0
112517,51,5,5,0
84770,51,5,1,4
202669,51,5,0,5
208629,51,5,0,5
202749,51,5,0,5
202750,51,5,0,5
202751,51,5,0,5
50524,51,5,5,0
50525,51,5,5,0
50526,51,5,5,0
50527,51,5,5,0
220516,51,5,5,0
297327,51,5,4,1
204057,51,5,0,5
208652,51,5,0,5
208653,51,5,0,5
208654,51,5,0,5
208655,51,5,0,5
208658,51,5,0,5
208659,51,5,0,5
208660,51,5,0,5
208662,51,5,0,5
204074,51,5,0,5
204078,51,5,0,5
204079,51,5,0,5
204080,51,5,0,5
204081,51,5,0,5
204084,51,5,0,5
152223,51,5,5,0
208691,51,5,0,5
220786,51,5,5,0
220787,51,5,5,0
220788,51,5,5,0
220789,51,5,5,0
204422,51,5,0,5
153760,51,5,3,2
153024,51,5,5,0
108330,51,5,5,0
208693,51,5,0,5
208694,51,5,0,5
208695,51,5,0,5
152481,51,5,5,0
158446,51,5,0,5
158447,51,5,0,5
158452,51,5,0,5
218837,51,5,5,0
204425,51,5,0,5
204426,51,5,0,5
204427,51,5,0,5
204428,51,5,0,5
199849,51,5,5,0
204448,51,5,0,5
199822,51,5,5,0
199830,51,5,5,0
199832,51,5,5,0
247325,51,5,5,0
247313,51,5,5,0
208728,51,5,0,5
208731,51,5,0,5
158478,51,5,0,5
158479,51,5,0,5
158480,51,5,0,5
208738,51,5,0,5
204454,51,5,2,3
204465,51,5,0,5
209557,51,5,5,0
209558,51,5,5,0
204467,51,5,0,5
208746,51,5,0,5
208748,51,5,0,5
208750,51,5,0,5
208751,51,5,0,5
208754,51,5,0,5
220686,51,5,5,0
153796,51,5,4,1
297203,51,5,3,2
297229,51,5,3,2
297343,51,5,3,2
297345,51,5,3,2
297349,51,5,3,2
204480,52,5,0,5
297292,52,5,5,0
209328,52,5,0,5
97362,52,5,5,0
97363,52,5,5,0
97364,52,5,5,0
97365,52,5,5,0
97366,52,5,5,0
97367,52,5,5,0
97368,52,5,5,0
97369,52,5,5,0
97370,52,5,5,0
97371,52,5,5,0
97372,52,5,5,0
97373,52,5,5,0
97374,52,5,5,0
97375,52,5,5,0
97376,52,5,5,0
97377,52,5,5,0
97262,52,5,5,0
97263,52,5,5,0
97264,52,5,5,0
97265,52,5,5,0
97266,52,5,5,0
97267,52,5,5,0
97268,52,5,5,0
97269,52,5,5,0
97270,52,5,5,0
97271,52,5,5,0
97272,52,5,5,0
97273,52,5,5,0
97274,52,5,5,0
97275,52,5,5,0
97276,52,5,5,0
97277,52,5,5,0
97279,52,5,5,0
97280,52,5,5,0
97281,52,5,5,0
97282,52,5,5,0
97283,52,5,5,0
97284,52,5,5,0
97285,52,5,5,0
97286,52,5,5,0
97287,52,5,5,0
97288,52,5,5,0
97289,52,5,5,0
97290,52,5,5,0
97291,52,5,5,0
97292,52,5,5,0
97293,52,5,5,0
97249,52,5,5,0
97250,52,5,5,0
97251,52,5,5,0
97252,52,5,5,0
97253,52,5,5,0
97254,52,5,5,0
97255,52,5,5,0
97257,52,5,5,0
97258,52,5,5,0
97259,52,5,5,0
97260,52,5,5,0
97338,52,5,5,0
97339,52,5,5,0
97340,52,5,5,0
97341,52,5,5,0
97342,52,5,5,0
97343,52,5,5,0
97344,52,5,5,0
97345,52,5,5,0
97346,52,5,5,0
97347,52,5,5,0
97348,52,5,5,0
