IRG,accesses,reads,writes
44828,0,50,0
44829,0,29,0
44830,0,15,0
44831,0,10,0
44832,0,50,0
44833,0,16,0
44834,0,44,0
44835,0,24,0
44836,0,50,0
44837,0,27,0
44838,0,14,0
44839,0,40,0
44840,0,30,0
44841,0,11,0
44842,0,33,0
44843,0,25,0
44844,0,14,0
44845,0,31,0
44846,0,30,0
44847,0,48,0
44848,0,59,0
44849,0,21,0
44850,0,60,0
44851,0,37,0
44852,0,84,0
44853,0,27,0
44854,0,48,0
44855,0,56,0
44856,0,63,0
44857,0,15,0
44858,0,43,0
44859,0,22,0
44860,0,38,0
44861,0,61,0
44862,0,72,0
44863,0,113,0
44864,0,46,0
44865,0,77,0
44866,1,58,0
44867,0,43,0
44868,0,45,0
44869,0,68,0
44870,0,54,0
44871,0,53,0
44872,0,62,0
44873,0,59,0
44874,0,73,0
44875,0,28,0
44876,0,49,0
44877,0,30,0
44878,0,59,0
44879,0,24,0
44880,0,40,0
44881,0,66,0
44882,0,46,0
44883,0,52,0
44884,0,47,0
44885,0,50,0
44886,0,44,0
44887,0,41,0
44888,0,54,0
44889,0,54,0
44890,0,58,0
44891,0,28,0
44892,0,58,0
44893,0,51,0
44894,0,91,0
44895,0,43,0
44896,0,218,0
44897,0,39,0
44898,0,151,0
44899,0,96,0
44900,0,187,0
44901,0,73,0
44902,4,180,0
44903,0,163,0
44904,0,104,0
44905,0,77,0
44906,0,126,0
44907,0,108,0
44908,0,70,0
44909,0,61,0
44910,0,66,0
44911,0,47,0
44912,0,91,0
44913,0,136,0
44914,0,71,0
44915,0,68,0
44916,0,46,0
44917,0,77,0
44918,0,47,0
44919,3,69,0
44920,0,80,0
44921,0,58,0
44922,0,50,0
44923,0,79,0
44924,0,54,0
44925,0,50,0
44926,2,68,0
44927,0,40,0
44928,0,67,0
44929,0,36,0
44930,0,90,0
44931,0,48,0
44932,0,111,0
44933,0,74,0
44934,0,173,0
44935,0,125,0
44936,0,279,0
44937,0,114,0
44938,0,177,0
44939,0,63,0
44940,0,202,0
44941,0,107,0
44942,0,218,0
44943,0,94,0
44944,0,130,0
44945,0,120,0
44946,1,107,0
44947,0,76,0
44948,0,74,0
44949,0,68,0
44950,0,92,0
44951,0,100,0
44952,0,147,0
44953,0,154,0
44954,0,194,0
44955,0,134,0
44956,0,197,0
44957,0,134,0
44958,0,148,0
44959,0,268,0
44960,0,167,0
44961,0,156,0
44962,0,103,0
44963,0,86,0
44964,0,98,0
44965,0,86,0
44966,0,62,0
44967,0,38,0
44968,0,69,0
44969,0,74,0
44970,0,67,0
44971,0,52,0
44972,0,79,0
44973,0,126,0
44974,0,111,0
44975,0,92,0
44976,0,128,0
44977,0,80,0
44978,0,111,0
44979,0,71,0
44980,0,95,0
44981,0,126,0
44982,0,84,0
44983,0,124,0
44984,0,37,0
44985,0,184,0
44986,0,76,0
44987,0,261,0
44988,0,67,0
44989,0,404,0
44990,0,89,0
44991,0,588,0
44992,0,80,0
44993,0,328,0
44994,0,52,0
44995,0,210,0
44996,0,60,0
44997,0,207,0
44998,0,59,0
44999,2,78,0
45000,0,46,0
45001,2,66,0
45002,0,56,0
45003,0,64,0
45004,0,45,0
45005,0,70,0
45006,0,62,0
45007,0,71,0
45008,0,55,0
45009,0,49,0
45010,0,21,0
45011,0,57,0
45012,2,31,0
45013,0,54,0
45014,2,41,0
45015,0,18,0
45016,0,99,0
45017,0,39,0
45018,0,93,0
45019,0,102,0
45020,2,73,0
45021,0,20,0
45022,0,70,0
45023,0,79,0
45024,0,65,0
45025,0,53,0
45026,0,94,0
45027,0,65,0
45028,0,45,0
45029,0,69,0
45030,0,40,0
45031,0,42,0
45032,0,45,0
45033,0,76,0
45034,0,129,0
45035,0,299,0
45036,0,152,0
45037,2,157,0
45038,0,103,0
45039,0,162,0
45040,0,209,0
45041,0,212,0
45042,0,170,0
45043,1,180,0
45044,0,292,0
45045,0,191,0
45046,1,138,0
45047,0,145,0
45048,0,206,0
45049,0,135,0
45050,0,186,0
45051,0,117,0
45052,0,118,0
45053,0,94,0
45054,0,89,0
45055,0,75,0
45056,0,139,0
45057,0,116,0
45058,2,110,0
45059,0,76,0
45060,0,82,0
45061,0,67,0
45062,0,64,0
45063,0,57,0
45064,0,69,0
45065,0,44,0
45066,0,75,0
45067,0,31,0
45068,0,125,0
45069,0,33,0
45070,0,149,0
45071,0,48,0
45072,0,228,0
45073,0,70,0
45074,0,304,0
45075,0,62,0
45076,0,427,0
45077,0,130,0
45078,0,769,0
45079,0,99,0
45080,0,552,0
45081,0,92,0
45082,2,307,0
45083,0,91,0
45084,0,192,0
45085,0,53,0
45086,2,119,0
45087,0,32,0
45088,0,98,0
45089,0,50,0
45090,0,91,0
45091,0,30,0
45092,0,43,0
45093,0,22,0
45094,0,23,0
45095,0,33,0
45096,0,32,0
45097,0,26,0
45098,0,15,0
45099,0,19,0
45100,0,19,0
45101,0,11,0
45102,0,29,0
45103,0,30,0
45104,0,17,0
45105,0,27,0
45106,0,30,0
45107,0,30,0
45108,0,18,0
45109,0,14,0
45110,0,42,0
45111,0,32,0
45112,0,28,0
45113,0,20,0
45114,1,37,0
45115,0,13,0
45116,0,41,0
45117,0,51,0
45118,0,19,0
45119,0,20,0
45120,0,29,0
45121,2,18,0
45122,0,52,0
45123,0,27,0
45124,0,22,0
45125,0,23,0
45126,0,47,0
45127,1,30,0
45128,0,25,0
45129,0,19,0
45130,0,34,0
45131,0,32,0
45132,0,34,0
45133,0,35,0
45134,0,22,0
45135,0,37,0
45136,0,22,0
45137,0,35,0
45138,0,20,0
45139,2,29,0
45140,2,47,0
45141,0,20,0
45142,0,19,0
45143,0,22,0
45144,0,41,0
45145,2,18,0
45146,0,40,0
45147,0,35,0
45148,0,24,0
45149,0,51,0
45150,0,27,0
45151,0,29,0
45152,0,126,0
45153,0,79,0
45154,0,30,0
45155,0,107,0
45156,0,94,0
45157,0,138,0
45158,1,153,0
45159,0,117,0
45160,0,58,0
45161,0,121,0
45162,0,44,0
45163,0,39,0
45164,0,21,0
45165,0,49,0
45166,0,8,0
45167,0,62,0
45168,0,33,0
45169,2,13,0
45170,0,33,0
45171,0,38,0
45172,0,26,0
45173,0,49,0
45174,0,33,0
45175,0,20,0
45176,0,28,0
45177,0,47,0
45178,0,19,0
45179,0,82,0
45180,0,29,0
45181,0,46,0
45182,0,27,0
45183,0,63,0
45184,0,24,0
45185,0,113,0
45186,0,69,0
45187,0,147,0
45188,0,47,0
45189,0,275,0
45190,0,53,0
45191,0,329,0
45192,0,53,0
45193,0,220,0
45194,0,118,0
45195,0,182,0
45196,0,48,0
45197,0,176,0
45198,0,24,0
45199,0,66,0
45200,0,27,0
45201,0,61,0
45202,0,49,0
45203,0,83,0
45204,0,43,0
45205,0,30,0
45206,0,21,0
45207,0,32,0
45208,0,10,0
45209,0,38,0
45210,0,22,0
45211,0,19,0
45212,0,19,0
45213,0,29,0
45214,0,30,0
45215,0,22,0
45216,0,41,0
45217,0,36,0
45218,0,30,0
45219,0,12,0
45220,0,17,0
45221,0,12,0
45222,0,12,0
45223,0,17,0
45224,2,4,0
45225,0,18,0
45226,0,7,0
45227,0,49,0
45228,0,7,0
45229,0,12,0
45230,0,27,0
45231,0,38,0
45232,2,13,0
45233,0,34,0
45234,0,11,0
45235,0,21,0
45236,4,11,0
45237,0,28,0
45238,0,14,0
45239,0,36,0
45240,0,10,0
45241,0,11,0
45242,0,8,0
45243,1,25,0
45244,0,33,0
45245,0,13,0
45246,0,14,0
45247,0,20,0
45248,0,29,0
45249,0,44,0
45250,0,11,0
45251,0,6,0
45252,0,8,0
45253,0,11,0
45254,1,9,0
45255,0,24,0
45256,0,15,0
45257,0,7,0
45258,0,10,0
45259,0,27,0
45260,0,16,0
45261,0,25,0
45262,0,12,0
45263,0,15,0
45264,0,16,0
45265,0,32,0
45266,0,9,0
45267,0,12,0
45268,0,10,0
45269,0,12,0
45270,0,10,0
45271,0,15,0
45272,0,37,0
45273,0,15,0
45274,0,7,0
45275,0,30,0
45276,0,24,0
45277,0,20,0
45278,0,15,0
45279,0,22,0
45280,0,27,0
45281,0,10,0
45282,0,23,0
45283,0,13,0
45284,0,23,0
45285,0,5,0
45286,0,6,0
45287,0,35,0
45288,0,21,0
45289,2,10,0
45290,0,14,0
45291,0,27,0
45292,0,18,0
45293,0,62,0
45294,0,23,0
45295,0,26,0
45296,0,36,0
45297,0,120,0
45298,0,24,0
45299,0,43,0
45300,0,31,0
45301,0,33,0
45302,0,44,0
45303,0,47,0
45304,1,9,0
45305,0,17,0
45306,0,16,0
45307,0,33,0
45308,0,14,0
45309,0,21,0
45310,0,13,0
45311,0,12,0
45312,0,6,0
45313,0,22,0
45314,0,8,0
45315,0,43,0
45316,2,7,0
45317,0,32,0
45318,0,14,0
45319,0,20,0
45320,0,9,0
45321,0,31,0
45322,0,9,0
45323,0,27,0
45324,0,16,0
45325,0,42,0
45326,0,46,0
45327,0,76,0
45328,0,22,0
45329,0,137,0
45330,0,25,0
45331,1,169,0
45332,0,21,0
45333,0,103,0
45334,0,18,0
45335,0,57,0
45336,0,15,0
45337,0,45,0
45338,0,29,0
45339,0,31,0
45340,0,15,0
45341,0,18,0
45342,0,24,0
45343,0,8,0
45344,0,20,0
45345,0,9,0
45346,1,4,0
45347,0,4,0
45348,0,25,0
45349,0,12,0
45350,0,14,0
45351,0,10,0
45352,0,11,0
45353,0,6,0
45354,4,8,0
45355,0,6,0
45356,2,4,0
45357,0,4,0
45358,0,2,0
45360,0,4,0
45361,2,1,0
45362,0,6,0
45363,0,7,0
45364,0,6,0
45365,2,6,0
45366,0,20,0
45367,0,4,0
45368,0,4,0
45369,0,6,0
45370,0,2,0
45371,0,6,0
45372,0,20,0
45373,0,10,0
45374,0,16,0
45375,2,7,0
45377,0,2,0
45378,0,6,0
45379,0,14,0
45380,0,2,0
45381,0,11,0
45382,0,6,0
45383,0,8,0
45384,0,20,0
45385,0,8,0
45386,0,3,0
45387,0,10,0
45388,1,0,0
45389,0,7,0
45390,2,14,0
45391,0,20,0
45393,0,12,0
45394,0,2,0
45395,0,1,0
45396,0,4,0
45397,1,19,0
45399,0,7,0
45400,0,4,0
45402,0,4,0
45403,0,7,0
45404,0,21,0
45405,0,7,0
45406,0,1,0
45407,0,2,0
45408,0,9,0
45409,0,2,0
45410,0,6,0
45411,0,10,0
45412,0,4,0
45413,0,3,0
45414,0,4,0
45415,0,1,0
45416,0,16,0
45417,0,2,0
45418,0,8,0
45419,0,5,0
45420,0,2,0
45421,0,8,0
45422,0,8,0
45423,0,19,0
45424,0,8,0
45425,0,9,0
45426,0,14,0
45427,0,6,0
45428,0,6,0
45430,0,5,0
45431,0,2,0
45432,0,7,0
45433,0,6,0
45434,0,7,0
45435,0,10,0
45436,0,5,0
45437,0,4,0
45438,0,4,0
45439,0,2,0
45440,0,1,0
45441,0,21,0
45442,0,2,0
45443,0,4,0
45444,0,14,0
45445,0,3,0
45446,0,2,0
45447,0,8,0
45448,0,2,0
45449,0,7,0
45450,4,6,0
45452,0,4,0
45453,0,11,0
45454,0,4,0
45455,0,4,0
45456,0,11,0
45457,0,14,0
45458,0,5,0
45459,0,5,0
45460,0,34,0
45461,0,2,0
45463,0,4,0
45464,0,2,0
45465,0,5,0
45466,0,2,0
45467,0,19,0
45468,0,8,0
45469,0,4,0
45470,0,3,0
45471,0,1,0
45472,0,2,0
45473,0,38,0
45474,0,3,0
45475,0,10,0
45477,0,4,0
45478,0,6,0
45479,1,22,0
45480,0,4,0
45481,0,11,0
45482,0,4,0
45483,2,4,0
45484,0,18,0
45485,0,10,0
45486,0,9,0
45487,0,1,0
45488,0,3,0
45489,0,8,0
45490,2,0,0
45491,0,4,0
45492,0,7,0
45493,0,6,0
45494,0,6,0
45495,0,14,0
45496,0,12,0
45497,0,7,0
45498,1,2,0
45499,0,6,0
45500,0,17,0
45502,0,15,0
45503,0,3,0
45504,0,2,0
45505,0,2,0
45506,0,3,0
45507,0,4,0
45508,0,3,0
45509,0,4,0
45510,0,21,0
45511,0,6,0
45512,0,23,0
45513,0,10,0
45514,0,8,0
45515,0,3,0
45516,0,7,0
45517,0,1,0
45518,0,2,0
45519,0,5,0
45520,0,10,0
45521,0,8,0
45522,0,4,0
45523,0,3,0
45525,0,9,0
45526,0,5,0
45527,0,2,0
45528,0,2,0
45529,0,2,0
45530,0,5,0
45531,0,25,0
45532,0,7,0
45533,0,3,0
45534,0,9,0
45535,0,2,0
45536,0,2,0
45539,0,5,0
45540,0,3,0
45541,0,14,0
45542,0,6,0
45543,0,4,0
45544,0,11,0
45545,0,15,0
45546,0,5,0
45547,0,8,0
45548,0,2,0
45549,0,6,0
45550,0,6,0
45551,0,12,0
45552,0,2,0
45553,0,2,0
45554,0,18,0
45555,0,8,0
45556,0,4,0
45557,0,8,0
45558,0,6,0
45559,0,10,0
45560,0,17,0
45561,0,20,0
45562,0,1,0
45563,0,12,0
45564,0,7,0
45565,0,14,0
45566,0,14,0
45567,0,8,0
45568,0,3,0
45569,0,4,0
45570,0,2,0
45571,0,6,0
45572,0,7,0
45573,0,6,0
45574,0,4,0
45575,0,2,0
45576,0,14,0
45577,0,8,0
45578,0,1,0
45579,2,5,0
45580,0,4,0
45581,2,8,0
45582,0,7,0
45583,0,4,0
45584,0,18,0
45585,0,19,0
45586,0,6,0
45587,0,12,0
45588,0,2,0
45589,0,8,0
45590,0,7,0
45591,0,2,0
45592,11,7,0
45593,0,6,0
45594,2,16,0
45595,0,1,0
45596,0,5,0
45597,0,4,0
45598,2,17,0
45599,0,5,0
45600,0,5,0
45601,0,6,0
45602,0,3,0
45603,0,7,0
45605,0,3,0
45606,0,2,0
45608,0,4,0
45609,1,0,0
45610,0,4,0
45611,0,4,0
45612,0,37,0
45613,2,2,0
45614,0,2,0
45616,0,10,0
45617,0,1,0
45618,0,20,0
45619,0,10,0
45620,0,8,0
45621,0,7,0
45622,0,4,0
45623,0,2,0
45624,0,9,0
45625,0,27,0
45626,0,5,0
45627,0,9,0
45628,0,23,0
45629,0,3,0
45630,0,4,0
45631,0,2,0
45632,0,10,0
45633,2,0,0
45634,0,4,0
45635,0,2,0
45636,0,12,0
45637,2,2,0
45638,0,2,0
45639,2,19,0
45640,0,4,0
45641,0,5,0
45642,0,10,0
45643,0,13,0
45645,0,5,0
45646,0,13,0
45648,0,5,0
45650,0,23,0
45651,0,6,0
45652,0,19,0
45653,0,2,0
45654,0,4,0
45655,1,3,0
45656,0,18,0
45658,0,6,0
45659,0,3,0
45660,0,7,0
45661,0,1,0
45662,0,8,0
45663,0,3,0
45664,0,10,0
45666,0,6,0
45667,0,2,0
45668,0,8,0
45670,0,20,0
45671,0,4,0
45672,0,9,0
45673,0,1,0
45674,0,30,0
45675,0,7,0
45676,0,8,0
45677,0,2,0
45678,0,6,0
45679,0,1,0
45680,0,4,0
45681,0,5,0
45682,0,10,0
45683,0,20,0
45684,0,15,0
45685,0,9,0
45686,1,6,0
45687,0,15,0
45688,0,18,0
45689,1,1,0
45690,0,4,0
45692,0,9,0
45693,1,0,0
45694,0,20,0
45695,0,1,0
45696,0,1,0
45697,0,1,0
45698,0,5,0
45699,1,4,0
45700,0,6,0
45702,0,1,0
45703,0,2,0
45704,0,18,0
45705,0,5,0
45706,0,5,0
45707,0,2,0
45708,0,6,0
45709,0,6,0
45710,0,4,0
45711,0,2,0
45712,0,15,0
45713,2,4,0
45714,0,2,0
45715,0,20,0
45716,2,10,0
45717,0,3,0
45718,0,4,0
45719,1,2,0
45720,0,8,0
45721,0,2,0
45722,2,12,0
45723,0,6,0
45724,0,2,0
45725,0,3,0
45726,0,2,0
45727,0,2,0
45728,0,18,0
45730,0,3,0
45731,0,17,0
45732,0,2,0
45733,0,6,0
45734,0,6,0
45735,0,2,0
45736,0,10,0
45737,0,2,0
45738,0,11,0
45739,0,9,0
45740,4,4,0
45741,0,9,0
45742,0,4,0
45743,0,1,0
45744,0,22,0
45745,0,6,0
45746,0,12,0
45747,1,4,0
45748,0,8,0
45749,0,9,0
45750,0,22,0
45751,0,9,0
45752,0,18,0
45753,1,8,0
45754,1,12,0
45755,0,27,0
45756,0,20,0
45757,0,10,0
45758,1,5,0
45759,0,3,0
45760,0,2,0
45761,0,5,0
45762,0,8,0
45763,0,5,0
45764,0,21,0
45766,0,8,0
45767,0,3,0
45768,0,10,0
45769,0,6,0
45770,0,6,0
45771,2,5,0
45772,0,8,0
45773,0,10,0
45774,0,7,0
45775,0,4,0
45776,0,8,0
45777,0,35,0
45778,0,5,0
45779,0,5,0
45780,0,6,0
45781,0,14,0
45782,0,21,0
45783,0,1,0
45784,0,70,0
45785,0,51,0
45786,0,73,0
45787,0,29,0
45788,0,39,0
45789,0,64,0
45790,0,69,0
45791,0,75,0
45792,0,25,0
45793,0,32,0
45794,0,32,0
45795,0,5,0
45796,0,14,0
45797,0,5,0
45798,0,9,0
45799,0,10,0
45800,0,3,0
45802,0,7,0
45803,0,3,0
45804,0,17,0
45805,0,11,0
45806,0,35,0
45807,0,12,0
45808,0,12,0
45809,0,5,0
45810,0,27,0
45811,0,8,0
45812,2,40,0
45813,0,5,0
45814,0,36,0
45815,0,10,0
45816,0,57,0
45817,0,9,0
45818,0,105,0
45819,0,22,0
45820,0,126,0
45821,0,36,0
45822,6,223,0
45823,0,21,0
45824,0,123,0
45825,0,9,0
45826,0,62,0
45827,0,12,0
45828,5,45,0
45829,0,6,0
45830,0,32,0
45831,0,4,0
45832,0,32,0
45834,2,18,0
45836,0,6,0
45837,0,2,0
45838,0,10,0
45839,0,1,0
45840,0,3,0
45841,2,2,0
45842,1,4,0
45843,0,1,0
45844,0,6,0
45846,2,2,0
45847,0,1,0
45848,0,1,0
45850,0,6,0
45853,2,0,0
45854,0,3,0
45855,0,1,0
45858,0,2,0
45859,0,2,0
45860,0,2,0
45862,0,2,0
45864,2,0,0
45867,1,2,0
45869,2,5,0
45870,3,2,0
45871,0,4,0
45873,0,3,0
45874,0,2,0
45875,0,6,0
45876,1,2,0
45877,1,1,0
45878,1,6,0
45879,0,2,0
45885,0,2,0
45896,0,2,0
45914,0,2,0
45924,2,0,0
45926,2,0,0
45936,1,2,0
45946,0,2,0
45957,1,0,0
45962,0,2,0
45980,1,0,0
45985,2,0,0
45986,1,0,0
45991,2,0,0
45996,0,2,0
46001,1,0,0
46004,2,0,0
46018,0,2,0
46024,2,0,0
46032,2,0,0
46040,0,2,0
46043,2,0,0
46072,0,2,0
46085,0,2,0
46099,1,0,0
46103,2,0,0
46111,2,0,0
46116,1,0,0
46118,2,0,0
46125,2,0,0
46135,0,2,0
46143,1,0,0
46155,0,2,0
46174,0,2,0
46192,2,0,0
46209,2,0,0
46220,1,0,0
46233,0,2,0
46240,0,2,0
46251,0,2,0
46279,1,0,0
46284,0,2,0
46298,0,2,0
46301,1,0,0
46307,2,0,0
46313,2,0,0
46316,0,2,0
46321,1,0,0
46329,2,0,0
46341,2,0,0
46361,1,0,0
46371,0,2,0
46378,0,2,0
46379,1,0,0
46391,10,0,0
46392,1,0,0
46396,0,2,0
46406,1,0,0
46408,1,0,0
46409,1,0,0
46410,0,2,0
46414,2,0,0
46416,0,2,0
46421,2,0,0
46426,2,0,0
46429,1,0,0
46439,1,0,0
46441,1,0,0
46443,1,2,0
46455,0,2,0
46465,0,2,0
46467,2,0,0
46484,2,0,0
46492,0,2,0
46496,2,0,0
46504,3,0,0
46521,1,0,0
46540,0,2,0
46547,0,2,0
46570,0,2,0
46576,2,0,0
46580,2,0,0
46599,0,2,0
46600,4,0,0
46601,0,2,0
46611,1,0,0
46612,0,2,0
46616,1,0,0
46617,0,2,0
46665,0,2,0
46666,0,2,0
46677,0,2,0
46681,0,2,0
46690,0,2,0
46694,2,2,0
46697,2,0,0
46702,0,2,0
46711,0,2,0
46715,2,0,0
46719,1,0,0
46742,1,0,0
46757,2,0,0
46758,4,0,0
46761,0,2,0
46762,0,6,0
46766,0,2,0
46778,1,0,0
46792,1,0,0
46809,1,0,0
46814,1,0,0
46824,1,0,0
46829,1,0,0
46836,4,0,0
46846,1,0,0
46865,2,0,0
46871,2,0,0
46887,2,0,0
46888,1,0,0
46889,2,0,0
46915,2,0,0
46918,1,0,0
46919,2,0,0
46928,3,0,0
46930,1,0,0
46947,2,0,0
46961,2,0,0
46984,1,0,0
46990,2,0,0
46991,1,0,0
46998,1,0,0
47009,1,0,0
47017,2,0,0
47023,2,0,0
47032,1,0,0
47084,4,0,0
47095,1,0,0
47113,2,0,0
47114,1,0,0
47115,2,0,0
47118,2,0,0
47130,1,0,0
47141,4,0,0
47144,3,0,0
47148,1,0,0
47157,3,0,0
47158,4,0,0
47159,2,0,0
47162,1,0,0
47163,1,0,0
47164,2,0,0
47165,1,0,0
47168,1,0,0
47172,2,0,0
47173,1,0,0
47174,1,0,0
47178,1,0,0
47180,2,0,0
47182,2,0,0
47193,2,0,0
47196,13,0,0
47198,3,0,0
47207,2,0,0
47209,2,0,0
47211,2,0,0
47220,1,0,0
47227,1,0,0
47238,1,0,0
47242,1,0,0
47252,2,0,0
47259,2,0,0
47270,2,0,0
47318,2,0,0
47327,2,0,0
47334,1,0,0
47365,2,0,0
47369,1,0,0
47371,2,0,0
47373,1,0,0
47375,1,0,0
47377,4,0,0
47378,1,0,0
47394,1,0,0
47398,8,0,0
47399,3,0,0
47400,5,0,0
47407,2,0,0
47417,1,0,0
47428,1,0,0
47429,2,0,0
47469,2,0,0
47471,2,0,0
47488,1,0,0
47494,2,0,0
47501,2,0,0
47511,1,0,0
47533,1,0,0
47542,1,0,0
47544,1,0,0
47547,1,0,0
47549,1,0,0
47551,1,0,0
47554,1,0,0
47560,1,0,0
47564,1,0,0
47572,2,0,0
47574,3,0,0
47578,1,0,0
47581,1,0,0
47584,1,0,0
47626,2,0,0
47632,2,0,0
47637,2,0,0
47648,1,0,0
47658,2,0,0
47661,1,0,0
47720,2,0,0
47752,1,0,0
47759,2,0,0
47791,2,0,0
47793,2,0,0
47812,1,0,0
47813,2,0,0
47819,2,0,0
47836,1,0,0
47907,2,0,0
47915,2,0,0
47921,2,0,0
47933,1,0,0
47941,1,0,0
47942,2,0,0
47994,2,0,0
48005,2,0,0
48014,2,0,0
48017,2,0,0
48032,1,0,0
48039,1,0,0
48068,2,0,0
48071,2,0,0
48100,2,0,0
48109,1,0,0
48110,2,0,0
48127,1,0,0
48188,4,0,0
48207,1,0,0
48225,2,0,0
48232,2,0,0
48252,2,0,0
48325,2,0,0
48335,2,0,0
48346,1,0,0
48354,2,0,0
48362,2,0,0
48390,2,0,0
48438,4,0,0
48456,1,0,0
48468,2,0,0
48487,2,0,0
48497,2,0,0
48499,2,0,0
48505,2,0,0
48509,1,0,0
48515,2,0,0
48530,1,0,0
48537,1,0,0
48544,1,0,0
48551,1,0,0
48552,1,0,0
48564,1,0,0
48565,5,0,0
48569,2,0,0
48571,2,0,0
48574,1,0,0
48588,1,0,0
48589,2,0,0
48590,2,0,0
48613,2,0,0
48616,1,0,0
48621,2,0,0
48633,1,0,0
48644,2,0,0
48652,2,0,0
48668,1,0,0
48693,2,0,0
48701,2,0,0
48716,2,0,0
48719,1,0,0
48720,2,0,0
48740,2,0,0
48747,2,0,0
48748,1,0,0
48767,1,0,0
48787,2,0,0
48791,2,0,0
48803,1,0,0
48840,2,0,0
48846,2,0,0
48849,4,0,0
48860,2,0,0
48862,1,0,0
48868,1,0,0
48869,2,0,0
48873,2,0,0
48876,1,0,0
48879,2,0,0
48890,1,0,0
48915,2,0,0
48924,2,0,0
48928,2,0,0
48936,2,0,0
48964,4,0,0
48966,2,0,0
48975,1,0,0
48976,2,0,0
48978,4,0,0
48981,1,0,0
48990,2,0,0
48997,3,0,0
49001,1,0,0
49007,1,0,0
49008,1,0,0
49010,2,0,0
49012,2,0,0
49020,1,0,0
49027,1,0,0
49032,4,0,0
49057,3,0,0
49059,2,0,0
49063,2,0,0
49072,1,0,0
49082,2,0,0
49083,2,0,0
49085,2,0,0
49097,2,0,0
49105,1,0,0
49125,2,0,0
49128,1,0,0
49129,2,0,0
49142,1,0,0
49148,2,0,0
49150,2,0,0
49163,2,0,0
49165,2,0,0
49172,2,0,0
49183,1,0,0
49228,2,0,0
49232,2,0,0
49249,2,0,0
49250,2,0,0
49256,2,0,0
49263,2,0,0
49265,2,0,0
49268,1,0,0
49278,1,0,0
49293,2,0,0
49295,4,0,0
49296,0,2,0
49298,2,0,0
49299,2,2,0
49300,4,0,0
49306,4,0,0
49307,0,2,0
49308,0,2,0
49310,2,0,0
49311,2,0,0
49312,0,2,0
49314,1,0,0
49317,0,2,0
49320,4,0,0
49321,0,2,0
49325,0,2,0
49331,2,0,0
49333,1,0,0
49334,0,2,0
49335,2,0,0
49337,1,0,0
49338,0,2,0
49339,2,2,0
49344,0,2,0
49347,1,2,0
49348,0,6,0
49349,0,2,0
49350,0,2,0
49351,2,0,0
49353,0,2,0
49355,0,2,0
49356,0,4,0
49357,0,2,0
49359,0,6,0
49360,0,2,0
49362,0,2,0
49363,1,0,0
49365,1,2,0
49367,0,2,0
49370,0,2,0
49373,2,0,0
49376,0,2,0
49377,4,0,0
49378,0,2,0
49379,2,0,0
49380,0,2,0
49384,4,0,0
49386,0,2,0
49388,0,2,0
49389,0,4,0
49390,1,0,0
49392,0,2,0
49397,1,0,0
49398,0,2,0
49402,1,0,0
49412,2,0,0
49434,2,0,0
49445,2,0,0
49457,1,0,0
49465,2,0,0
49467,2,0,0
49477,2,0,0
49479,2,0,0
49482,1,0,0
49483,2,0,0
49502,2,0,0
49527,1,0,0
49528,1,0,0
49537,2,0,0
49539,2,0,0
49553,3,0,0
49554,2,0,0
49573,1,0,0
49586,2,0,0
49590,2,0,0
49614,1,0,0
49637,2,0,0
49649,1,0,0
49651,4,0,0
49660,2,0,0
49669,1,0,0
49678,4,0,0
49692,1,0,0
49703,1,0,0
49723,2,0,0
49726,2,0,0
49736,2,0,0
49742,2,0,0
49743,2,0,0
49747,1,0,0
49766,2,0,0
49795,1,0,0
49810,1,0,0
49833,2,0,0
49835,2,0,0
49839,2,0,0
49844,1,0,0
49852,2,0,0
49883,2,0,0
49889,1,0,0
49899,2,0,0
49913,2,0,0
49918,2,0,0
49920,2,0,0
49927,2,0,0
49932,1,0,0
49949,1,0,0
49973,1,0,0
50012,2,0,0
50019,2,0,0
50027,1,0,0
50034,2,0,0
50048,2,0,0
50050,2,0,0
50052,2,0,0
50062,1,0,0
50063,1,0,0
50067,2,0,0
50079,2,0,0
50089,1,0,0
50110,2,0,0
50131,2,0,0
50134,2,0,0
50139,2,0,0
50151,2,0,0
50155,2,0,0
50167,1,0,0
50171,1,0,0
50174,1,0,0
50229,0,2,0
50240,1,0,0
50248,2,0,0
50250,2,2,0
50256,3,0,0
50257,6,0,0
50261,0,2,0
50263,1,2,0
50267,0,2,0
50268,0,2,0
50274,0,2,0
50278,2,0,0
50283,2,0,0
50286,2,0,0
50287,2,0,0
50288,0,2,0
50290,0,4,0
50294,0,2,0
50296,0,2,0
50298,0,2,0
50302,0,4,0
50304,0,2,0
50307,0,2,0
50310,1,2,0
50316,1,0,0
50317,0,2,0
50318,0,2,0
50322,0,6,0
50323,4,0,0
50328,0,4,0
50331,0,2,0
50332,0,2,0
50335,1,0,0
50338,0,2,0
50343,0,2,0
50344,0,6,0
50349,0,6,0
50351,0,2,0
50352,0,4,0
50355,0,2,0
50357,0,2,0
50358,0,4,0
50360,4,4,0
50364,0,4,0
50367,2,0,0
50375,3,2,0
50376,0,4,0
50377,0,2,0
50378,2,2,0
50379,0,2,0
50380,0,2,0
50382,0,4,0
50383,2,2,0
50384,0,2,0
50386,0,4,0
50387,0,2,0
50388,0,2,0
50389,0,4,0
50390,0,4,0
50391,4,0,0
50392,0,8,0
