IRG,accesses,reads,writes
50394,0,6,0
50396,0,2,0
50398,0,2,0
50399,0,2,0
50400,0,8,0
50401,1,2,0
50402,0,4,0
50403,1,0,0
50404,0,2,0
50406,1,4,0
50407,0,6,0
50408,0,2,0
50409,0,2,0
50412,0,2,0
50414,0,2,0
50416,0,2,0
50420,0,2,0
50423,0,2,0
50425,2,0,0
50426,0,2,0
50427,0,2,0
50429,2,0,0
50433,0,2,0
50434,0,2,0
50437,0,2,0
50438,0,4,0
50439,0,2,0
50440,0,2,0
50441,0,4,0
50446,0,4,0
50447,0,2,0
50451,0,2,0
50455,0,2,0
50465,0,2,0
50466,1,0,0
50472,0,2,0
50473,2,0,0
50481,2,0,0
50484,2,0,0
50485,0,2,0
50490,0,2,0
50491,0,2,0
50492,2,0,0
50494,1,0,0
50496,2,0,0
50505,2,0,0
50508,1,0,0
50511,0,2,0
50514,0,2,0
50517,0,2,0
50520,0,2,0
50521,0,2,0
50522,0,2,0
50523,0,6,0
50529,0,4,0
50530,0,2,0
50531,0,4,0
50536,0,2,0
50537,0,4,0
50539,0,2,0
50544,0,2,0
50547,0,2,0
50552,0,2,0
50553,0,2,0
50555,0,2,0
50557,2,0,0
50560,2,2,0
50572,2,0,0
50579,0,2,0
50580,2,0,0
50581,0,2,0
50582,2,2,0
50583,1,0,0
50586,1,0,0
50587,0,2,0
50588,1,0,0
50590,2,0,0
50593,0,2,0
50604,2,0,0
50605,2,0,0
50609,2,0,0
50621,0,2,0
50622,1,0,0
50633,0,2,0
50657,0,2,0
50679,0,2,0
50682,2,0,0
50686,2,0,0
50688,2,0,0
50689,2,0,0
50690,0,2,0
50695,1,0,0
50696,1,0,0
50697,1,0,0
50700,1,0,0
50701,2,0,0
50702,1,0,0
50707,4,0,0
50713,1,0,0
50718,2,0,0
50719,1,0,0
50720,0,2,0
50722,1,0,0
50727,1,0,0
50728,1,0,0
50748,0,2,0
50751,1,0,0
50762,3,0,0
50778,2,0,0
50786,2,0,0
50793,1,0,0
50798,2,0,0
50802,2,0,0
50808,2,0,0
50817,1,0,0
50820,2,0,0
50822,2,0,0
50829,2,0,0
50831,1,0,0
50835,1,0,0
50838,2,0,0
50846,2,0,0
50858,1,0,0
50868,1,0,0
50880,2,0,0
50884,2,0,0
50901,4,0,0
50919,1,0,0
50920,2,0,0
50934,2,0,0
50954,2,0,0
50957,2,0,0
50963,1,0,0
50971,1,0,0
50975,1,0,0
50988,4,0,0
51002,1,0,0
51045,4,0,0
51051,2,0,0
51055,1,0,0
51057,2,0,0
51061,4,0,0
51062,2,0,0
51074,1,0,0
51083,1,0,0
51102,2,0,0
51109,2,0,0
51134,1,0,0
51138,4,0,0
51152,1,0,0
51158,2,0,0
51162,4,0,0
51165,2,0,0
51179,1,0,0
51225,1,0,0
51228,2,0,0
51232,2,0,0
51242,1,0,0
51247,2,0,0
51250,1,0,0
51252,2,0,0
51254,2,0,0
51263,2,0,0
51267,2,0,0
51268,2,0,0
51292,1,0,0
51301,2,0,0
51313,2,0,0
51322,4,0,0
51338,2,0,0
51342,3,0,0
51343,2,0,0
51346,2,0,0
51350,2,0,0
51354,2,0,0
51357,1,0,0
51358,1,0,0
51375,2,0,0
51381,1,0,0
51382,2,0,0
51385,2,0,0
51408,2,0,0
51410,2,0,0
51413,2,0,0
51422,2,0,0
51428,2,0,0
51429,1,0,0
51432,6,0,0
51445,1,0,0
51452,1,0,0
51465,2,0,0
51474,4,0,0
51476,2,0,0
51482,1,0,0
51487,1,0,0
51491,2,0,0
51497,2,0,0
51499,2,0,0
51501,2,0,0
51508,1,0,0
51511,1,0,0
51517,2,0,0
51531,2,0,0
51537,2,0,0
51558,2,0,0
51560,2,0,0
51561,2,0,0
51576,1,0,0
51577,1,0,0
51582,2,0,0
51593,2,0,0
51594,4,0,0
51597,3,0,0
51599,2,0,0
51602,2,0,0
51606,1,0,0
51611,2,0,0
51616,1,0,0
51617,2,0,0
51621,1,0,0
51631,1,0,0
51655,2,0,0
51677,2,0,0
51679,2,0,0
51683,4,0,0
51687,2,0,0
51689,1,0,0
51690,2,0,0
51691,1,0,0
51696,4,0,0
51698,2,0,0
51700,1,0,0
51710,1,0,0
51720,1,0,0
51757,2,0,0
51759,2,0,0
51773,1,0,0
51778,2,0,0
51781,2,0,0
51791,2,0,0
51794,1,0,0
51816,2,0,0
51817,2,0,0
51822,2,0,0
51829,1,0,0
51842,2,0,0
51855,2,0,0
51863,2,0,0
51868,1,0,0
51877,4,0,0
51882,2,0,0
51892,2,0,0
51894,1,0,0
51897,1,0,0
51898,1,0,0
51908,2,0,0
51909,2,0,0
51911,2,0,0
51912,7,0,0
51914,4,0,0
51919,2,0,0
51921,1,0,0
51924,1,0,0
51926,5,0,0
51928,1,0,0
51936,2,0,0
51944,2,0,0
51950,2,0,0
51952,1,0,0
51961,2,0,0
51970,3,0,0
51973,2,0,0
51976,2,0,0
51981,2,0,0
51982,0,2,0
51985,2,0,0
51987,3,0,0
51990,2,0,0
51991,1,0,0
51994,2,0,0
51996,0,2,0
52000,1,0,0
52012,0,2,0
52020,2,0,0
52026,2,0,0
52027,3,0,0
52046,1,0,0
52060,1,0,0
52066,2,0,0
52067,0,2,0
52072,2,0,0
52074,2,0,0
52078,2,0,0
52085,0,2,0
52090,1,0,0
52105,2,0,0
52107,2,0,0
52109,4,0,0
52111,4,0,0
52114,1,0,0
52115,2,0,0
52116,1,0,0
52123,1,0,0
52142,2,0,0
52143,0,2,0
52147,0,2,0
52148,1,0,0
52154,0,2,0
52167,0,2,0
52170,2,0,0
52176,2,0,0
52187,1,0,0
52195,2,0,0
52203,2,0,0
52207,2,0,0
52209,1,0,0
52219,2,0,0
52224,2,2,0
52238,2,0,0
52240,0,2,0
52243,0,2,0
52245,2,0,0
52258,0,2,0
52264,2,0,0
52265,2,0,0
52266,2,0,0
52276,0,2,0
52279,1,0,0
52286,2,0,0
52291,2,0,0
52293,2,2,0
52306,3,0,0
52308,1,0,0
52312,2,0,0
52317,0,2,0
52322,1,0,0
52331,1,0,0
52351,0,2,0
52356,0,2,0
52364,4,0,0
52368,0,2,0
52374,1,0,0
52375,2,0,0
52377,2,0,0
52382,0,2,0
52385,2,0,0
52386,4,0,0
52391,1,0,0
52396,1,0,0
52403,2,0,0
52415,2,0,0
52427,1,0,0
52432,1,0,0
52437,0,2,0
52442,0,2,0
52443,2,0,0
52444,1,0,0
52446,4,0,0
52447,0,2,0
52449,2,0,0
52456,0,2,0
52458,1,6,0
52459,1,0,0
52462,0,2,0
52463,0,2,0
52467,0,2,0
52469,0,2,0
52470,0,2,0
52471,0,2,0
52477,0,2,0
52479,3,0,0
52481,0,2,0
52482,2,2,0
52488,2,2,0
52489,0,2,0
52496,2,0,0
52498,1,0,0
52502,2,0,0
52504,2,0,0
52506,0,2,0
52510,2,0,0
52513,2,0,0
52514,2,0,0
52517,0,2,0
52522,2,0,0
52523,1,0,0
52526,2,0,0
52538,2,0,0
52546,1,0,0
52578,2,0,0
52582,2,0,0
52583,2,0,0
52588,2,0,0
52602,2,0,0
52603,1,0,0
52607,2,0,0
52611,2,0,0
52625,1,0,0
52639,2,0,0
52642,2,0,0
52663,2,0,0
52665,2,0,0
52666,2,0,0
52672,2,0,0
52673,1,0,0
52679,1,0,0
52682,1,0,0
52696,2,0,0
52704,2,0,0
52705,2,0,0
52711,2,0,0
52723,2,0,0
52737,1,0,0
52762,2,0,0
52763,4,0,0
52764,2,0,0
52772,1,0,0
52776,2,0,0
52784,1,0,0
52785,4,0,0
52787,2,0,0
52792,2,0,0
52802,1,0,0
52803,2,0,0
52812,2,0,0
52819,0,2,0
52821,2,0,0
52823,2,0,0
52824,2,0,0
52825,2,0,0
52829,0,2,0
52832,2,0,0
52834,2,0,0
52836,1,0,0
52840,2,0,0
52844,2,0,0
52847,2,0,0
52851,1,0,0
52853,1,0,0
52854,2,0,0
52859,1,0,0
52863,4,0,0
52864,4,0,0
52865,2,0,0
52866,0,2,0
52867,2,0,0
52885,1,0,0
52888,0,2,0
52889,1,0,0
52896,1,0,0
52906,2,2,0
52911,1,0,0
52913,2,0,0
52915,6,0,0
52919,2,0,0
52927,2,0,0
52929,3,0,0
52931,1,0,0
52933,2,0,0
52941,2,2,0
52945,2,0,0
52947,2,0,0
52954,1,0,0
52955,1,0,0
52959,0,2,0
52968,4,0,0
52973,2,0,0
52974,2,0,0
52987,3,2,0
52988,4,0,0
52990,3,0,0
53002,1,0,0
53006,1,0,0
53007,4,0,0
53024,1,2,0
53025,2,0,0
53027,2,0,0
53032,2,0,0
53036,2,0,0
53037,0,2,0
53047,2,0,0
53052,2,0,0
53053,3,0,0
53055,2,0,0
53061,2,0,0
53062,4,0,0
53064,1,0,0
53067,0,2,0
53069,2,0,0
53071,1,0,0
53073,2,0,0
53074,1,0,0
53075,2,0,0
53076,1,0,0
53096,1,0,0
53098,2,0,0
53104,2,0,0
53106,2,0,0
53109,2,0,0
53112,2,0,0
53113,2,2,0
53115,2,0,0
53116,2,0,0
53117,1,0,0
53118,1,0,0
53121,2,0,0
53122,2,0,0
53126,2,0,0
53127,2,2,0
53135,1,0,0
53139,3,0,0
53140,2,0,0
53142,1,0,0
53143,2,0,0
53145,2,0,0
53153,0,2,0
53154,0,2,0
53155,0,2,0
53156,1,2,0
53157,0,2,0
53158,0,2,0
53160,0,2,0
53161,0,2,0
53162,1,2,0
53163,1,0,0
53164,2,0,0
53165,0,2,0
53166,0,6,0
53168,2,2,0
53170,0,4,0
53172,0,6,0
53174,0,2,0
53175,0,2,0
53176,2,0,0
53177,2,2,0
53178,0,4,0
53179,2,2,0
53180,2,4,0
53182,0,2,0
53184,1,0,0
53185,0,2,0
53186,0,2,0
53188,0,2,0
53190,0,2,0
53191,2,0,0
53192,2,0,0
53193,0,2,0
53194,0,4,0
53195,0,6,0
53196,0,4,0
53197,2,2,0
53199,2,0,0
53202,0,2,0
53203,4,2,0
53204,0,10,0
53205,0,2,0
53206,0,4,0
53207,2,2,0
53209,0,4,0
53210,0,2,0
53213,0,4,0
53214,0,2,0
53215,2,0,0
53216,0,2,0
53217,1,6,0
53218,2,0,0
53219,4,0,0
53221,0,8,0
53222,0,2,0
53223,0,2,0
53224,0,4,0
53225,0,6,0
53226,0,4,0
53228,0,2,0
53229,1,0,0
53230,1,2,0
53231,0,2,0
53232,4,2,0
53233,0,6,0
53235,4,4,0
53236,2,0,0
53237,0,2,0
53238,1,4,0
53240,0,4,0
53242,0,4,0
53247,4,0,0
53248,2,8,0
53249,0,4,0
53250,0,2,0
53253,2,2,0
53258,1,0,0
53259,0,6,0
53261,0,4,0
53263,0,2,0
53264,0,4,0
53265,4,0,0
53271,2,0,0
53273,0,2,0
53275,2,2,0
53277,2,2,0
53281,1,0,0
53285,2,0,0
53286,1,2,0
53291,3,0,0
53292,1,0,0
53295,2,0,0
53298,2,2,0
53302,1,0,0
53306,2,0,0
53308,2,0,0
53314,3,0,0
53322,2,0,0
53325,0,2,0
53328,0,2,0
53335,0,2,0
53337,2,0,0
53341,2,2,0
53348,0,2,0
53351,1,0,0
53356,0,2,0
53360,0,2,0
53366,0,2,0
53376,2,2,0
53377,2,0,0
53380,0,2,0
53382,2,0,0
53383,2,2,0
53385,0,2,0
53387,0,2,0
53390,0,2,0
53396,1,0,0
53397,0,4,0
53398,2,0,0
53400,1,0,0
53409,2,0,0
53414,0,2,0
53420,2,0,0
53422,2,0,0
53423,2,0,0
53431,2,0,0
53432,2,0,0
53433,2,0,0
53442,2,0,0
53443,2,0,0
53449,1,0,0
53451,1,0,0
53452,2,0,0
53456,2,0,0
53459,0,2,0
53466,1,0,0
53484,1,0,0
53488,0,2,0
53494,2,0,0
53499,0,2,0
53502,2,0,0
53518,2,0,0
53519,2,0,0
53520,2,0,0
53522,4,0,0
53523,4,0,0
53524,0,2,0
53525,2,0,0
53533,2,0,0
53538,1,0,0
53552,1,0,0
53559,1,2,0
53572,0,2,0
53573,2,0,0
53577,0,0,2
53578,0,0,2
53582,4,0,0
53584,2,0,0
53591,1,0,0
53592,1,0,0
53596,0,0,2
53602,1,0,2
53604,0,0,2
53612,2,0,0
53616,2,0,0
53619,0,2,0
53622,0,0,2
53624,1,0,0
53632,0,0,2
53633,1,0,0
53635,2,0,2
53636,0,0,2
53639,2,0,0
53640,0,2,0
53645,4,0,0
53652,1,0,0
53653,0,2,0
53669,2,0,0
53677,3,0,0
53679,0,0,2
53694,2,0,0
53703,2,0,0
53705,5,0,0
53716,0,2,0
53720,1,0,0
53722,2,0,0
53726,2,0,0
53729,2,2,0
53730,1,0,0
53732,0,2,0
53734,1,0,0
53737,2,0,0
53741,2,2,0
53745,2,0,0
53750,2,0,0
53756,2,0,0
53757,0,2,0
53759,0,2,0
53769,0,2,0
53772,0,2,0
53773,0,4,0
53775,1,2,0
53777,1,0,0
53787,0,4,0
53791,0,2,0
53792,0,6,0
53794,0,2,0
53795,0,2,0
53796,0,2,0
53798,0,4,0
53804,1,2,0
53811,0,2,0
53816,1,0,0
53817,0,2,0
53820,4,4,0
53821,0,2,0
53822,2,0,0
53823,2,0,0
53826,4,0,0
53832,1,0,0
53839,1,2,0
53843,0,2,0
53852,2,0,0
53855,2,0,0
53859,0,2,0
53864,2,0,0
53871,2,0,0
53875,2,0,0
53877,0,2,0
53881,1,0,0
53885,0,2,0
53901,2,2,0
53905,4,0,0
53916,2,0,0
53922,6,0,0
53924,0,2,0
53925,2,0,0
53927,2,0,0
53933,1,0,0
53937,1,0,0
53941,1,0,0
53943,1,0,0
53958,2,0,0
53961,0,2,0
53963,0,2,0
53964,2,0,0
53965,2,0,0
53966,2,0,0
53971,2,0,0
53977,2,2,0
53980,1,0,0
53992,1,0,0
53994,2,0,0
53998,2,0,0
54000,2,0,0
54006,2,0,0
54016,2,0,0
54018,1,0,0
54019,2,0,0
54022,2,0,0
54023,2,0,0
54026,2,0,0
54029,1,0,0
54030,2,0,0
54037,1,0,0
54038,0,2,0
54042,2,0,0
54046,2,0,0
54047,1,0,0
54051,1,0,0
54053,0,2,0
54059,1,0,0
54063,0,2,0
54064,2,0,0
54103,2,0,0
54113,1,0,0
54114,2,0,0
54116,0,2,0
54119,3,0,0
54120,2,0,0
54121,2,0,0
54128,2,2,0
54131,1,0,0
54133,2,0,0
54134,3,0,0
54136,2,0,0
54138,1,0,0
54141,2,0,0
54145,1,2,0
54146,2,0,0
54147,2,0,0
54150,1,0,0
54151,1,0,0
54190,4,0,0
54203,2,0,0
54204,0,2,0
54207,1,0,0
54209,2,0,0
54214,2,0,0
54215,4,0,0
54216,1,0,0
54219,2,0,0
54223,2,0,0
54225,1,0,0
54226,1,0,0
54227,0,2,0
54236,2,0,0
54237,1,0,0
54238,1,0,0
54247,2,0,0
54272,1,0,0
54279,2,0,0
54283,0,2,0
54284,2,0,0
54289,0,2,0
54298,4,0,0
54302,2,0,0
54303,2,0,0
54310,4,0,0
54314,2,0,0
54318,3,0,0
54319,0,2,0
54320,2,0,0
54326,2,0,0
54330,2,0,0
54331,1,0,0
54332,2,0,0
54334,4,0,0
54336,1,0,0
54337,1,0,0
54338,2,0,0
54348,1,0,0
54361,0,2,0
54364,1,0,0
54366,3,0,0
54373,0,2,0
54396,1,0,0
54411,2,0,0
54414,2,0,0
54417,2,0,0
54420,2,0,0
54423,2,0,0
54425,1,0,0
54432,1,0,0
54434,0,2,0
54437,1,0,0
54438,2,0,0
54442,0,2,0
54448,2,0,0
54452,2,0,0
54458,4,0,0
54466,2,0,0
54475,2,0,0
54477,2,0,0
54479,1,0,0
54481,1,2,0
54484,1,0,0
54486,1,0,0
54493,2,0,0
54507,2,0,0
54509,2,0,0
54517,2,0,0
54518,3,0,0
54519,0,2,0
54530,1,0,0
54538,0,2,0
54561,2,0,0
54562,4,0,0
54566,2,0,0
54567,2,0,0
54571,2,0,0
54573,4,0,0
54575,4,0,0
54577,1,0,0
54583,1,0,0
54585,1,0,0
54587,2,0,0
54589,1,2,0
54592,1,0,0
54601,1,0,0
54605,0,2,0
54611,1,2,0
54630,2,0,0
54644,2,0,0
54650,2,0,0
54653,2,0,0
54659,2,0,0
54660,2,0,0
54663,4,0,0
54664,2,0,0
54668,2,0,0
54669,0,2,0
54673,0,2,0
54675,3,0,0
54680,1,0,0
54683,1,0,0
54687,0,2,0
54707,2,0,0
54715,1,0,0
54716,0,2,0
54717,2,0,0
54720,2,0,0
54732,1,0,0
54733,2,0,0
54749,0,2,0
54759,2,2,0
54760,1,0,0
54761,2,0,0
54764,2,0,0
54767,2,0,0
54772,4,2,0
54773,1,0,0
54776,2,0,0
54790,2,0,0
54799,2,0,0
54804,1,0,0
54805,2,0,0
54806,2,0,0
54808,4,0,0
54809,2,0,0
54819,1,0,0
54821,2,0,0
54823,1,0,0
54824,2,0,0
54826,2,0,0
54829,0,2,0
54837,1,0,0
54841,0,2,0
54842,1,0,0
54847,0,2,0
54849,1,0,0
54850,2,0,0
54856,2,0,0
54857,0,2,0
54863,1,0,0
54864,2,0,0
54879,2,0,0
54889,2,0,0
54891,4,0,0
54893,2,0,0
54896,1,0,0
54908,0,2,0
54913,2,0,0
54915,2,0,0
54917,1,0,0
54925,0,2,0
54929,1,0,0
54934,2,0,0
54935,0,2,0
54937,2,0,0
54952,2,0,0
54955,2,0,0
54966,2,0,0
54974,2,0,0
54976,1,0,0
54978,2,0,0
54982,2,0,0
54984,2,2,0
54994,1,0,0
54995,0,2,0
54996,2,0,0
55006,1,0,0
55007,2,2,0
55011,2,0,0
55019,4,0,0
55031,2,0,0
55033,0,2,0
55038,2,0,0
55040,2,0,0
55042,2,0,0
55053,1,0,0
55056,2,0,0
55061,2,0,0
55064,6,0,0
55071,2,0,0
55072,0,2,0
55073,1,0,0
55083,2,0,0
55087,1,0,0
55113,2,0,0
55121,2,0,0
55127,2,0,0
55129,0,2,0
55136,1,0,0
55137,1,0,0
55141,1,0,0
55145,1,0,0
55148,1,0,0
55154,2,0,0
55156,2,0,0
55160,0,2,0
55169,2,0,0
55173,2,2,0
55184,2,0,0
55186,1,0,0
55193,2,0,0
55199,1,0,0
55200,1,0,0
55206,2,0,0
55211,2,2,0
55212,1,0,0
55215,2,0,0
55220,2,0,0
55224,2,0,0
55225,2,0,0
55226,4,0,0
55227,1,0,0
55231,2,0,0
55234,0,2,0
55238,1,0,0
55240,1,0,0
55249,4,0,0
55255,0,2,0
55267,1,0,0
55268,1,0,0
55277,1,0,0
55279,2,0,0
55293,2,0,0
55299,2,0,0
55303,2,0,0
55310,1,0,0
55311,0,2,0
55320,3,0,0
55321,2,0,0
55324,0,2,0
55327,2,0,0
55328,2,0,0
55331,4,0,0
55334,1,0,0
55339,1,0,0
55351,1,0,0
55360,1,0,0
55361,4,0,0
55365,2,0,0
55369,2,2,0
55371,2,0,0
55373,2,0,0
55381,1,0,0
55383,2,0,0
55385,3,0,0
55398,1,0,0
55401,0,2,0
55403,0,2,0
55413,0,2,0
55416,1,0,0
55420,2,0,0
55423,2,0,0
55426,2,0,0
55429,2,0,0
55431,2,0,0
55432,2,0,0
55434,2,0,0
55436,2,0,0
55439,2,0,0
55446,3,0,0
55448,0,2,0
55451,2,0,0
55455,2,0,0
55459,2,0,0
55463,2,0,0
55467,2,0,0
55469,1,0,0
55472,2,0,0
55475,0,2,0
55477,4,0,0
55478,3,0,0
55483,0,2,0
55486,0,2,0
55487,2,0,0
55489,1,0,0
55496,0,2,0
55498,2,0,0
55505,1,0,0
55517,4,0,0
55518,2,0,0
55521,1,0,0
55524,2,0,0
55534,2,0,0
55535,1,0,0
55536,2,0,0
55542,2,0,0
55548,1,2,0
55560,1,0,0
55563,0,2,0
55565,6,0,0
55570,2,0,0
55571,2,0,0
55572,5,0,0
55575,2,0,0
55577,3,0,0
55583,3,0,0
55589,1,0,0
55590,0,2,0
55594,1,0,0
55600,1,0,0
55602,1,0,0
55604,8,0,0
55619,1,0,0
55623,1,0,0
55626,0,2,0
55627,4,0,0
55637,0,2,0
55643,0,2,0
55653,0,2,0
55662,5,0,0
55672,2,0,0
55674,1,0,0
55676,2,0,0
55678,2,0,0
55680,2,0,0
55684,1,0,0
55688,2,0,0
55692,2,0,0
55698,2,0,0
55703,1,0,0
55704,2,2,0
55705,2,0,0
55707,2,0,0
55710,1,0,0
55721,1,0,0
55724,3,0,0
55729,1,0,0
55730,2,0,0
55731,0,2,0
55753,2,0,0
55755,2,0,0
55769,1,0,0
55770,2,0,0
55771,2,0,0
55772,2,0,0
55776,0,2,0
55778,2,0,0
55785,2,0,0
55787,1,0,0
55789,2,0,0
55790,2,0,0
55791,2,2,0
55794,2,0,0
55796,2,0,0
55798,2,0,0
55802,0,2,0
55806,2,0,0
55808,2,0,0
55810,1,0,0
55813,2,0,0
55842,1,0,0
55843,1,0,0
55852,2,0,0
55858,2,0,0
55861,0,2,0
55864,2,2,0
55866,2,0,0
55868,4,0,0
55875,0,2,0
55876,0,2,0
55880,4,0,0
55881,3,0,0
55887,2,0,0
55896,7,0,0
55900,4,0,0
55905,1,0,0
55912,1,0,0
55919,1,0,0
55925,1,0,0
55930,0,2,0
55932,0,2,0
55940,0,2,0
55945,2,0,0
55954,4,0,0
55956,0,2,0
55963,2,0,0
55967,1,0,0
55981,4,0,0
55989,2,0,0
55992,0,2,0
55994,0,2,0
55995,3,0,0
55999,2,0,0
56000,2,0,0
56004,1,0,0
56006,2,0,0
56007,3,0,0
56010,0,2,0
56012,0,2,0
56014,0,2,0
56017,2,0,0
56021,2,0,0
56028,2,0,0
56030,1,2,0
56031,3,0,0
56032,1,0,0
56033,2,0,0
56037,2,0,0
56038,2,0,0
56039,2,0,0
56052,1,0,0
56054,1,0,0
56078,1,0,0
56086,0,2,0
56088,2,0,0
56090,3,2,0
56092,0,2,0
56094,0,2,0
56098,0,2,0
56100,0,2,0
56102,1,0,0
56104,0,2,0
56122,2,0,0
56124,2,0,0
56127,2,0,0
56129,2,0,0
56132,2,0,0
56136,4,0,0
56138,2,0,0
56144,4,0,0
56145,2,0,0
56147,2,0,0
56149,2,0,0
56150,0,2,0
56151,2,0,0
56154,2,0,0
56157,4,0,0
56162,2,0,0
56163,1,0,0
56166,2,0,0
56168,2,0,0
56169,2,0,0
56171,0,2,0
56172,2,0,0
56174,2,0,0
56176,2,2,0
56183,2,0,0
56184,2,0,0
56186,2,2,0
56187,0,2,0
56191,3,2,0
56192,4,0,0
56197,1,0,0
56201,2,0,0
56202,2,0,0
56207,2,0,0
56211,2,0,0
56213,0,2,0
56215,2,0,0
56218,1,0,0
56220,2,0,0
56221,4,0,0
56223,2,0,0
56224,2,0,0
56225,2,0,0
56227,2,0,0
56228,2,0,0
56229,2,0,0
56231,4,0,0
56233,4,0,0
56234,2,0,0
56236,2,0,0
56237,2,0,0
56240,2,0,0
56241,4,0,0
56242,2,2,0
56243,2,0,0
56245,1,0,0
56246,2,0,0
56247,4,0,0
56248,2,0,0
56249,1,0,0
56250,4,0,0
56251,3,0,0
56252,4,0,0
56254,2,0,0
56255,0,2,0
56256,2,0,0
56257,3,0,0
56258,2,0,0
56259,2,0,0
56260,4,0,0
56261,4,0,0
56264,2,0,0
56267,1,0,0
56268,1,0,0
56269,2,0,0
56270,2,0,0
56271,2,0,0
56272,2,0,0
56275,2,0,0
56277,4,0,0
56278,2,0,0
56279,2,0,0
56284,2,0,0
56288,2,0,0
56298,2,0,0
56299,2,0,0
56301,0,2,0
56308,2,0,0
56311,1,0,0
56313,4,0,0
56314,1,0,0
56316,2,0,0
56317,2,0,0
56321,2,0,0
56323,4,0,0
56325,2,0,0
56332,2,0,0
56337,2,0,0
56340,4,0,0
56341,4,0,0
56342,2,0,0
56353,1,0,0
56354,1,0,0
56359,2,0,0
56362,2,0,0
56367,1,0,0
56372,2,0,0
56379,1,0,0
56386,1,0,0
56398,2,0,0
56415,4,0,0
56420,2,0,0
56421,2,0,0
56425,2,0,0
56426,2,0,0
56429,4,0,0
56433,2,0,0
56435,4,0,0
56436,2,0,0
56438,1,0,0
56439,2,0,0
56441,4,0,0
56445,1,0,0
56455,1,0,0
56456,1,0,0
56458,1,0,0
56460,1,0,0
56473,1,0,0
56513,1,0,0
56514,2,0,0
56522,4,0,0
56523,2,0,0
56530,2,0,0
56531,1,0,0
56534,2,0,0
56538,2,0,0
56541,2,0,0
56542,1,0,0
56544,4,0,0
56545,1,0,0
56554,2,0,0
56567,2,0,0
56580,3,0,0
56586,2,0,0
56587,2,0,0
56592,2,0,0
56596,2,0,0
56604,2,0,0
56610,1,0,0
56617,1,0,0
56624,2,0,0
56625,2,0,0
56632,4,0,0
56642,1,0,0
56656,2,0,0
56662,2,0,0
56667,6,0,0
56670,2,0,0
56682,2,0,0
56686,3,0,0
56688,2,0,0
56698,2,0,0
56700,2,0,0
56702,2,0,0
56703,1,0,0
56708,2,0,0
56712,1,0,0
56717,1,0,0
56727,1,0,0
56740,2,0,0
56747,1,0,0
56749,2,0,0
56762,1,0,0
56765,1,0,0
56768,2,0,0
56774,2,0,0
56781,2,0,0
56783,2,0,0
56787,2,0,0
56790,2,0,0
56791,2,0,0
56797,1,0,0
56803,4,0,0
56807,1,0,0
56812,2,0,0
56814,2,0,0
56816,2,0,0
56817,1,0,0
56818,1,0,0
56819,2,0,0
56821,1,0,0
56832,2,0,0
56834,2,0,0
56848,2,0,0
56850,1,0,0
56860,2,0,0
56878,1,0,0
56881,2,0,0
56883,2,0,0
56886,2,0,0
56890,2,0,0
56894,2,0,0
56901,4,0,0
56903,2,0,0
56911,2,0,0
56913,1,0,0
56917,2,0,0
56920,2,0,0
56923,1,0,0
56924,1,0,0
56932,1,0,0
56933,1,0,0
56938,2,0,0
56940,2,0,0
56941,2,0,0
56944,1,0,0
56950,4,0,0
56962,3,0,0
56977,2,0,0
56978,1,0,0
56979,1,0,0
56996,4,0,0
56998,2,0,0
57000,2,0,0
57003,2,0,0
57006,2,0,0
57009,6,0,0
57014,1,0,0
57017,2,0,0
57018,2,0,0
57021,3,0,0
57022,2,0,0
57032,2,0,0
57036,1,0,0
57038,6,0,0
57053,2,0,0
57054,2,0,0
57060,2,0,0
57061,2,0,0
57062,2,0,0
57068,2,0,0
57074,1,0,0
57075,2,0,0
57076,2,0,0
57077,2,0,0
57079,2,0,0
57081,4,0,0
57084,2,0,0
57085,3,0,0
57089,4,0,0
57090,2,0,0
57093,2,0,0
57095,2,0,0
57096,2,0,0
57098,2,0,0
57100,2,0,0
57101,2,0,0
57102,2,0,0
57103,2,0,0
57105,2,0,0
57108,2,0,0
57109,2,0,0
57111,2,0,0
57112,2,0,0
57113,4,0,0
57114,3,0,0
57117,10,0,0
57119,4,0,0
57120,2,0,0
57121,2,0,0
57124,2,0,0
57126,6,0,0
57127,4,0,0
57129,6,0,0
57130,3,0,0
57131,2,0,0
57132,2,0,0
57133,2,0,0
57134,4,0,0
57135,2,0,0
57137,2,0,0
57139,2,0,0
57142,1,0,0
57145,5,0,0
57146,2,0,0
57150,2,0,0
57152,2,0,0
57154,4,0,0
57156,4,0,0
57157,2,0,0
57159,6,0,0
57160,4,0,0
57162,2,0,0
57163,6,0,0
57164,3,0,0
57165,2,0,0
57166,2,0,0
57169,4,0,0
57170,4,0,0
57171,2,0,0
57173,4,0,0
57174,6,0,0
57177,3,0,0
57180,2,0,0
57182,4,0,0
57183,4,0,0
57184,2,0,0
57185,2,0,0
57186,1,0,0
57188,2,0,0
57191,6,0,0
57193,2,0,0
57194,4,0,0
57197,2,0,0
57198,3,0,0
57202,4,0,0
57203,2,0,0
57206,3,0,0
57207,2,0,0
57209,4,0,0
57212,4,0,0
57216,4,0,0
57218,2,0,2
57219,3,0,0
57220,0,0,2
57222,0,0,2
57223,1,0,0
57226,0,0,2
57228,1,0,0
57229,0,0,2
57230,2,0,0
57232,1,0,0
57233,0,0,4
